BirdID,Date,StndBody.mass,animal,FieldPeriodID,PeriodYear,PeriodStart,PeriodEnd,Observer,Weather,Novel.environment.score,ReleaseMethod,CatchID,ExplorationBranchOrientation,TentColour,TentTerritoryID,Wind,SexEstimate,BirthDate,BirthFieldPeriodID,BirthPeriodYear,BodyMass,Ageclass,CatchTime,Status,Time.between.tests,Social.status,TentPoles,BranchHeight,Start.of.year,Start.of.June,Season.yr.start,Season.june.start,Season,Days.into.season,mum,Ageclass2,Age_days,Testno,Age,Age_sq,Age2
4892,24/08/2013,0.619142548,4892,122,2013,18/06/2013,30/09/2013,MB,C,57,P,8427,P,G,2,0,M,14/08/2006,75,2006,17,A,00/01/1900,BrM,340,Primary,0,0,01/01/2013,01/06/2013,235,84,84.1,84,3505,4,2567,2,0.709719605,6589489,0.51828294
4896,04/09/2010,0.05764486,4896,104,2010,30/06/2010,10/09/2010,SP,P,7,H,7147,D,B,2,NA,F,15/08/2006,75,2006,15,A,00/01/1900,BrF,0,Primary,0,0,01/01/2010,01/06/2010,246,95,95.1,95,1779,4,1481,1,0.208252142,2193361,-0.004533143
4896,23/09/2012,-0.126355935,4896,116,2012,04/06/2012,30/09/2012,VS,S,62,P,8041,D,B,2,1,F,15/08/2006,75,2006,16,A,00/01/1900,BrF,750,Primary,0,0,01/01/2012,01/06/2012,266,114,114.1,114,1779,4,2231,2,0.554569451,4977361,0.326558212
4904,18/08/2013,-0.283659903,4904,122,2013,18/06/2013,30/09/2013,HE,S,36,P,8416,P,G,2,0,F,20/08/2006,75,2006,15,A,00/01/1900,BrF,328,Primary,0,0,01/01/2013,01/06/2013,229,78,78.1,78,1854,4,2555,1,0.704178528,6528025,0.510973243
4933,18/09/2013,0.338172985,4933,122,2013,18/06/2013,30/09/2013,MB,S,24,P,8465,P,G,2,0,M,08/09/2006,75,2006,16.29999924,A,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,260,109,109.1,109,3453,4,2567,1,0.709719605,6589489,0.51828294
4939,04/07/2010,0.215209635,4939,104,2010,30/06/2010,10/09/2010,SP,P,12,H,7035,D,B,2,NA,M,11/05/2006,75,2006,16,A,00/01/1900,BrM,0,Primary,0,0,01/01/2010,01/06/2010,184,33,33.1,33,1532,4,1515,1,0.22395186,2295225,0.007581185
4941,09/02/2012,-0.186578952,4941,112,2012,22/01/2012,28/02/2012,HE,S,28,P,7825,D,B,2,0,F,11/10/2006,75,2006,15,A,00/01/1900,BrF,0,Primary,0,0,01/01/2012,01/06/2012,39,39,39.2,39,1415,4,1947,1,0.42343063,3790809,0.185445745
4947,21/02/2013,0.42283632,4947,118,2013,22/01/2013,27/02/2013,HE,P,1,P,8221,D,B,2,2,M,12/10/2006,75,2006,17,A,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,51,51,51.2,51,1865,4,2324,1,0.597512797,5400976,0.376937258
4954,02/02/2012,0.587325257,4954,112,2012,22/01/2012,28/02/2012,HE,C,13,P,7805,D,B,2,0,M,18/05/2006,75,2006,17.5,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,32,32,32.2,32,1672,4,2086,1,0.487614771,4351396,0.25211439
4957,16/07/2013,0.257112736,4957,122,2013,18/06/2013,30/09/2013,HD,S,30,P,8356,P,G,2,0,M,16/10/2006,75,2006,16,A,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,196,45,45.1,45,2982,4,2465,1,0.662620451,6076225,0.457242253
4957,21/07/2014,-0.064888656,4957,125,2014,16/06/2014,04/10/2014,HE,P,108,P,8746,P,B,2,0,M,16/10/2006,75,2006,15.60000038,A,00/01/1900,BrM,370,Primary,0,0,01/01/2014,01/06/2014,201,50,50.1,50,2982,4,2835,2,0.833470323,8037225,0.690457105
4961,17/08/2010,-0.645535689,4961,104,2010,30/06/2010,10/09/2010,SP,S,4,H,7096,D,B,2,NA,F,18/10/2006,75,2006,13.89999962,A,00/01/1900,BrF,0,Primary,0,0,01/01/2010,01/06/2010,228,77,77.1,77,1361,4,1399,1,0.170388116,1957201,-0.032618823
4964,31/08/2010,-0.056600089,4964,104,2010,30/06/2010,10/09/2010,SP,S,2,H,7129,D,B,2,NA,F,20/10/2006,75,2006,15.10000038,A,00/01/1900,BrF,0,Primary,0,0,01/01/2010,01/06/2010,242,91,91.1,91,2959,4,1411,1,0.175929193,1990921,-0.028608622
4965,14/08/2010,0.811295113,4965,104,2010,30/06/2010,10/09/2010,SP,S,6,H,7083,D,B,2,NA,F,20/10/2006,75,2006,16.39999962,A,00/01/1900,H,0,Non-primary,0,0,01/01/2010,01/06/2010,225,74,74.1,74,3094,4,1394,1,0.168079334,1943236,-0.034279632
4965,04/07/2013,0.811295113,4965,122,2013,18/06/2013,30/09/2013,HE,S,17,P,8338,P,G,2,0,F,20/10/2006,75,2006,18,A,00/01/1900,BrF,1055,Primary,0,0,01/01/2013,01/06/2013,184,33,33.1,33,3094,4,2449,2,0.655232348,5997601,0.447891777
4999,16/09/2013,0.436866722,4999,122,2013,18/06/2013,30/09/2013,MB,C,19,P,8451,P,G,2,1,F,17/02/2007,77,2007,16.60000038,A,00/01/1900,BrF,0,Primary,0,0,01/01/2013,01/06/2013,258,107,107.1,107,1757,4,2403,1,0.633991554,5774409,0.421348335
5000,08/02/2013,0.311264705,5000,118,2013,22/01/2013,27/02/2013,HE,P,29,P,8202,D,B,2,1,M,21/10/2006,75,2006,16.5,A,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,38,38,38.2,38,3002,4,2302,1,0.587354156,5299204,0.364833871
5000,14/07/2013,0.311264705,5000,122,2013,18/06/2013,30/09/2013,HE,C,11,P,8353,P,G,2,1,M,21/10/2006,75,2006,16,A,00/01/1900,BrM,156,Primary,0,0,01/01/2013,01/06/2013,194,43,43.1,43,3002,4,2458,2,0.659388156,6041764,0.453143927
5009,14/02/2019,-0.604010102,5009,171,2019,21/01/2019,09/03/2019,TC,S,0,P,10740,P,G,2,0,F,24/10/2006,75,2006,14.10000038,A,00/01/1900,BrF,2417,Primary,1,1,01/01/2019,01/06/2019,44,44,44.2,44,1778,4,4496,1,1.600447724,20214016,2.138600148
5072,17/08/2010,0.243748181,5072,104,2010,30/06/2010,10/09/2010,SP,S,41,H,7094,D,B,2,NA,M,20/04/2007,77,2007,15.89999962,A,00/01/1900,BrM,0,Primary,0,0,01/01/2010,01/06/2010,228,77,77.1,77,2985,4,1215,1,0.085424936,1476225,-0.089819612
5072,08/06/2012,0.151747784,5072,116,2012,04/06/2012,30/09/2012,SAK,S,12,P,7915,D,B,2,0,M,20/04/2007,77,2007,15.89999962,A,00/01/1900,BrM,661,Primary,0,0,01/01/2012,01/06/2012,159,7,7.1,7,2985,4,1876,2,0.390645924,3519376,0.15316517
5072,14/02/2015,0.243748181,5072,139,2015,16/01/2015,05/03/2015,MB,S,89,P,8961,D,G,2,2,M,20/04/2007,77,2007,16.10000038,A,00/01/1900,BrM,981,Primary,0,0,01/01/2015,01/06/2015,44,44,44.2,44,2985,4,2857,3,0.843628965,8162449,0.705349556
5123,14/08/2010,0.027123419,5123,104,2010,30/06/2010,10/09/2010,SP,S,9,H,7082,D,B,2,NA,F,24/06/2007,82,2007,16,A,00/01/1900,H,0,Non-primary,0,0,01/01/2010,01/06/2010,225,74,74.1,74,1042,4,1147,1,0.0540255,1315609,-0.10892111
5123,27/06/2012,-0.156877376,5123,116,2012,04/06/2012,30/09/2012,SAK,P,4,P,7972,D,B,2,1,F,24/06/2007,82,2007,14.80000019,A,00/01/1900,H,683,Non-primary,0,0,01/01/2012,01/06/2012,178,26,26.1,26,1042,4,1830,2,0.36940513,3348900,0.132891057
5162,28/07/2013,-0.795994224,5162,122,2013,18/06/2013,30/09/2013,LMG,S,14,P,8384,P,G,2,0,F,15/01/2007,77,2007,13,A,00/01/1900,BrF,0,Primary,0,0,01/01/2013,01/06/2013,208,57,57.1,57,1244,4,2386,1,0.626141695,5692996,0.411666172
5163,17/08/2010,-0.35808309,5163,104,2010,30/06/2010,10/09/2010,SP,S,0,H,7097,D,B,2,NA,F,21/05/2007,77,2007,14.69999981,A,00/01/1900,BrF,0,Primary,0,0,01/01/2010,01/06/2010,228,77,77.1,77,1536,4,1184,1,0.071110487,1401856,-0.098664056
5173,19/09/2013,-0.533702722,5173,122,2013,18/06/2013,30/09/2013,MB,C,0,P,8463,P,G,2,0,F,03/06/2007,77,2007,15.39999962,A,00/01/1900,ABX,367,Non-primary,0,0,01/01/2013,01/06/2013,261,110,110.1,110,845,4,2300,1,0.586430643,5290000,0.363739272
5173,01/02/2014,-0.441702324,5173,124,2014,19/01/2014,04/03/2014,HE,P,36,P,8511,P,B,2,1,F,03/06/2007,77,2007,13.69999981,A,00/01/1900,BrF,135,Primary,0,0,01/01/2014,01/06/2014,31,31,31.2,31,845,4,2435,2,0.648767759,5929225,0.439760059
5195,09/06/2012,-0.580127099,5195,116,2012,04/06/2012,30/09/2012,SAK,P,5,P,7921,D,B,2,0,F,15/03/2008,85,2008,14.89999962,A,00/01/1900,BrF,0,Primary,0,0,01/01/2012,01/06/2012,160,8,8.1,8,1740,4,1547,1,0.238728065,2393209,0.019234079
5195,19/09/2012,-0.5341269,5195,116,2012,04/06/2012,30/09/2012,SAK,S,12,P,8035,D,B,2,1,F,15/03/2008,85,2008,14,A,00/01/1900,BrF,102,Primary,0,0,01/01/2012,01/06/2012,262,110,110.1,110,1740,4,1649,2,0.285827219,2719201,0.058003164
5197,16/08/2010,0.502661922,5197,104,2010,30/06/2010,10/09/2010,SP,P,31,H,7109,D,B,2,NA,M,15/05/2008,87,2008,16.79999924,A,00/01/1900,BrM,0,Primary,0,0,01/01/2010,01/06/2010,227,76,76.1,76,3085,4,823,1,-0.095583577,677329,-0.184829511
5217,05/09/2013,0.265276183,5217,122,2013,18/06/2013,30/09/2013,LMG,S,9,P,8438,P,G,2,0,F,25/05/2008,87,2008,15.80000019,A,00/01/1900,H,0,Non-primary,0,0,01/01/2013,01/06/2013,247,96,96.1,96,3596,4,1929,1,0.415119014,3721041,0.177148481
5217,05/02/2015,0.035275189,5217,139,2015,16/01/2015,05/03/2015,MB,S,38,P,8935,D,G,2,1,F,25/05/2008,87,2008,15.89999962,A,00/01/1900,H,518,Non-primary,0,0,01/01/2015,01/06/2015,35,35,35.2,35,3596,4,2447,2,0.654308836,5987809,0.446727248
5220,10/07/2010,0.695487598,5220,104,2010,30/06/2010,10/09/2010,SP,P,10,H,7037,D,B,2,NA,M,27/03/2008,85,2008,17,A,00/01/1900,BrM,0,Primary,0,0,01/01/2010,01/06/2010,190,39,39.1,39,3517,4,835,1,-0.0900425,697225,-0.18246335
5220,08/08/2010,0.695487598,5220,104,2010,30/06/2010,10/09/2010,SP,S,16,H,7084,D,B,2,NA,M,27/03/2008,85,2008,17.10000038,A,00/01/1900,BrM,29,Primary,0,0,01/01/2010,01/06/2010,219,68,68.1,68,3517,4,864,2,-0.076651564,746496,-0.176603723
5235,11/06/2012,-0.183099267,5235,116,2012,04/06/2012,30/09/2012,SAK,S,16,P,7922,D,B,2,1,M,31/05/2008,87,2008,15.69999981,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,162,10,10.1,10,1669,4,1472,1,0.204096334,2166784,-0.007693852
5235,16/06/2012,-0.137099068,5235,116,2012,04/06/2012,30/09/2012,SAK,S,7,P,7955,D,B,2,0,M,31/05/2008,87,2008,15.5,A,00/01/1900,BrM,5,Primary,0,0,01/01/2012,01/06/2012,167,15,15.1,15,1669,4,1477,2,0.206405116,2181529,-0.005940281
5235,01/08/2013,0.000901528,5235,122,2013,18/06/2013,30/09/2013,HE,P,34,P,8503,P,G,2,1,M,31/05/2008,87,2008,15,A,00/01/1900,BrM,317,Primary,0,0,01/01/2013,01/06/2013,212,61,61.1,61,1669,4,1888,3,0.396187001,3564544,0.158536842
5237,23/07/2010,0.587772969,5237,104,2010,30/06/2010,10/09/2010,SP,C,3,H,7062,D,B,2,NA,M,01/06/2008,87,2008,16.70000076,A,00/01/1900,BrM,0,Primary,0,0,01/01/2010,01/06/2010,203,52,52.1,52,4896,4,782,1,-0.11451559,611524,-0.192655469
5237,29/06/2012,0.265771578,5237,116,2012,04/06/2012,30/09/2012,SAK,R,7,P,7978,D,B,2,1,M,01/06/2008,87,2008,16.20000076,A,00/01/1900,BrM,707,Primary,0,0,01/01/2012,01/06/2012,180,28,28.1,28,4896,4,1489,2,0.211946193,2217121,-0.00170745
5249,11/08/2013,-0.162308714,5249,122,2013,18/06/2013,30/09/2013,MB,C,41,P,8420,P,G,2,0,M,09/12/2007,85,2008,15,A,00/01/1900,BrM,330,Primary,0,0,01/01/2013,01/06/2013,222,71,71.1,71,1782,4,2072,1,0.481150181,4293184,0.245191441
5262,14/08/2010,0.625625897,5262,104,2010,30/06/2010,10/09/2010,SP,T,29,H,7090,D,B,2,NA,M,13/04/2008,85,2008,17.10000038,A,00/01/1900,BrM,0,Primary,0,0,01/01/2010,01/06/2010,225,74,74.1,74,1821,4,853,1,-0.081730885,727609,-0.178849887
5267,09/09/2012,-0.240867563,5267,116,2012,04/06/2012,30/09/2012,VS,P,0,P,8006,D,B,2,1,F,20/12/2007,85,2008,15.69999981,A,00/01/1900,BrF,0,Primary,0,0,01/01/2012,01/06/2012,252,100,100.1,100,3518,4,1725,1,0.320920706,2975625,0.088498771
5267,17/08/2013,-0.286867762,5267,122,2013,18/06/2013,30/09/2013,HE,S,52,P,8419,P,G,2,0,F,20/12/2007,85,2008,14,A,00/01/1900,BrF,342,Primary,0,0,01/01/2013,01/06/2013,228,77,77.1,77,3518,4,2067,2,0.478841399,4272489,0.242730257
5275,06/06/2012,0.564731095,5275,116,2012,04/06/2012,30/09/2012,SAK,S,0,P,7909,D,B,2,1,M,03/10/2008,87,2008,16.5,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,157,5,5.1,5,1803,4,1342,1,0.144068001,1800964,-0.051199542
5275,06/07/2012,0.242729703,5275,116,2012,04/06/2012,30/09/2012,DLG,S,5,P,7992,D,B,2,0,M,03/10/2008,87,2008,16.29999924,A,00/01/1900,BrM,30,Primary,0,0,01/01/2012,01/06/2012,187,35,35.1,35,1803,4,1372,2,0.157920693,1882384,-0.041516547
5283,24/09/2012,0.708676446,5283,116,2012,04/06/2012,30/09/2012,SAK,S,3,P,8046,D,B,2,0,M,28/01/2009,90,2009,17.5,A,00/01/1900,BrM,80,Primary,0,0,01/01/2012,01/06/2012,267,115,115.1,115,1717,4,1335,1,0.140835706,1782225,-0.053428105
5285,01/10/2011,0.798742508,5285,105,2011,25/06/2011,02/10/2011,DLG,C,15,P,7407,D,B,2,1,M,15/06/2008,87,2008,17.70000076,A,00/01/1900,BrM,0,Primary,0,0,01/01/2011,01/06/2011,273,122,122.1,122,3606,4,1203,1,0.079883859,1447209,-0.093270383
5290,15/02/2013,-0.070630491,5290,118,2013,22/01/2013,27/02/2013,HE,S,14,P,8209,D,B,2,2,M,23/10/2008,87,2008,15.5,A,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,45,45,45.2,45,5079,4,1576,1,0.252119001,2483776,0.030004894
5291,05/02/2013,0.35037399,5291,118,2013,22/01/2013,27/02/2013,HE,P,44,P,8195,D,B,2,0,M,23/10/2008,87,2008,16.5,A,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,35,35,35.2,35,1043,4,1566,1,0.247501437,2452356,0.026268224
5291,07/08/2014,0.580374984,5291,125,2014,16/06/2014,04/10/2014,HE,C,61,P,8769,P,B,2,0,M,23/10/2008,87,2008,16.5,A,00/01/1900,BrM,322,Primary,0,0,01/01/2014,01/06/2014,218,67,67.1,67,1043,4,2114,2,0.50054395,4468996,0.266100146
5292,24/08/2013,0.495647033,5292,122,2013,18/06/2013,30/09/2013,MB,C,1,P,8428,P,G,2,0,M,23/11/2008,90,2009,17,A,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,235,84,84.1,84,3022,4,1735,1,0.32553827,3010225,0.092613627
5313,04/07/2010,0.296822788,5313,104,2010,30/06/2010,10/09/2010,SP,T,5,H,7032,D,B,2,NA,F,29/05/2009,92,2009,15.60000038,SA,00/01/1900,H,0,Non-primary,0,0,01/01/2010,01/06/2010,184,33,33.1,33,4964,3,401,1,-0.290444783,160801,-0.246258375
5313,31/08/2010,0.204822391,5313,104,2010,30/06/2010,10/09/2010,SP,S,5,H,7125,D,B,2,NA,F,29/05/2009,92,2009,16.29999924,SA,00/01/1900,H,58,Non-primary,0,0,01/01/2010,01/06/2010,242,91,91.1,91,4964,3,459,2,-0.263662911,210681,-0.240326321
5319,08/02/2012,-0.2297167,5319,112,2012,22/01/2012,28/02/2012,LJR,S,18,P,7822,D,B,2,2,F,25/03/2009,90,2009,14.5,A,00/01/1900,BrF,0,Primary,0,0,01/01/2012,01/06/2012,38,38,38.2,38,4868,4,1050,1,0.009235128,1102500,-0.134265415
5321,02/09/2013,0.331158096,5321,122,2013,18/06/2013,30/09/2013,MB,C,12,P,8440,P,G,2,0,M,18/03/2009,90,2009,16.5,A,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,244,93,93.1,93,3453,4,1629,1,0.276592091,2653641,0.050206343
5323,14/08/2010,0.272377785,5323,104,2010,30/06/2010,10/09/2010,SP,T,28,H,7081,D,B,2,NA,F,28/02/2009,90,2009,16.10000038,A,00/01/1900,BrF,0,Primary,0,0,01/01/2010,01/06/2010,225,74,74.1,74,3002,4,532,1,-0.229954693,283024,-0.231722822
5326,08/08/2010,-0.449761313,5326,104,2010,30/06/2010,10/09/2010,SP,S,34,H,7085,D,B,2,NA,F,03/03/2009,90,2009,14.19999981,A,00/01/1900,AB,0,Non-primary,0,0,01/01/2010,01/06/2010,219,68,68.1,68,4935,4,523,1,-0.234110501,273529,-0.232852029
5333,02/09/2010,0.449866069,5333,104,2010,30/06/2010,10/09/2010,SP,T,2,H,7124,D,B,2,NA,M,18/05/2009,92,2009,16.79999924,SA,00/01/1900,BrM,0,Primary,0,0,01/01/2010,01/06/2010,244,93,93.1,93,1857,3,472,1,-0.257660078,222784,-0.238886954
5333,07/02/2012,0.173864876,5333,112,2012,22/01/2012,28/02/2012,HE,S,7,P,7812,D,B,2,2,M,18/05/2009,92,2009,15.5,A,00/01/1900,BrM,523,Primary,0,0,01/01/2012,01/06/2012,37,37,37.2,37,1857,4,995,2,-0.016161474,990025,-0.147641673
5334,14/07/2012,0.902517934,5334,116,2012,04/06/2012,30/09/2012,DLG,S,2,P,7925,D,B,2,1,M,22/03/2009,90,2009,16,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,195,43,43.1,43,3596,4,1210,1,0.083116154,1464100,-0.091261596
5334,31/07/2013,0.856517736,5334,122,2013,18/06/2013,30/09/2013,LMG,S,22,P,8501,P,G,2,0,M,22/03/2009,90,2009,19,A,00/01/1900,BrM,382,Primary,0,0,01/01/2013,01/06/2013,211,60,60.1,60,3596,4,1592,2,0.259507103,2534464,0.03603304
5338,07/07/2012,-0.088260137,5338,116,2012,04/06/2012,30/09/2012,DLG,S,11,P,7994,D,B,2,1,M,14/04/2009,92,2009,15.19999981,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,188,36,36.1,36,1798,4,1180,1,0.069263462,1392400,-0.099788625
5338,14/07/2013,-0.134260336,5338,122,2013,18/06/2013,30/09/2013,HE,C,47,P,8351,P,G,2,1,M,14/04/2009,92,2009,15.5,A,00/01/1900,BrM,372,Primary,0,0,01/01/2013,01/06/2013,194,43,43.1,43,1798,4,1552,2,0.241036847,2408704,0.021076845
5339,08/08/2010,-0.678433289,5339,104,2010,30/06/2010,10/09/2010,SP,S,0,H,7086,D,B,2,NA,F,29/05/2009,92,2009,13.80000019,SA,00/01/1900,AB,0,Non-primary,0,0,01/01/2010,01/06/2010,219,68,68.1,68,1826,3,436,1,-0.274283309,190096,-0.242774423
5343,10/08/2010,0.107888848,5343,104,2010,30/06/2010,10/09/2010,SP,T,9,H,7091,D,B,2,NA,M,06/08/2009,92,2009,15.60000038,SA,00/01/1900,SEEN1,0,Non-primary,0,0,01/01/2010,01/06/2010,221,70,70.1,70,3086,3,369,1,-0.305220988,136161,-0.249188723
5447,18/07/2013,-0.089498001,5447,122,2013,18/06/2013,30/09/2013,LMG,S,8,P,8359,P,G,2,0,M,09/05/2009,92,2009,15,A,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,198,47,47.1,47,2989,4,1531,1,0.231339962,2343961,0.013377187
5450,21/07/2010,-0.103385278,5450,104,2010,30/06/2010,10/09/2010,SP,P,15,H,7056,D,B,2,NA,F,29/05/2009,92,2009,15.80000019,A,00/01/1900,BrF,0,Primary,0,0,01/01/2010,01/06/2010,201,50,50.1,50,3490,4,418,1,-0.282594924,174724,-0.244602561
5450,09/06/2012,-0.333386272,5450,116,2012,04/06/2012,30/09/2012,DLG,C,4,P,7920,D,B,2,1,F,29/05/2009,92,2009,14.30000019,A,00/01/1900,BrF,689,Primary,0,0,01/01/2012,01/06/2012,160,8,8.1,8,3490,4,1107,2,0.035555244,1225449,-0.119643522
5453,10/08/2010,0.303536893,5453,104,2010,30/06/2010,10/09/2010,SP,S,12,H,7089,D,B,2,NA,M,05/08/2009,92,2009,16.29999924,SA,00/01/1900,SEEN2,0,Non-primary,0,0,01/01/2010,01/06/2010,221,70,70.1,70,1763,3,370,1,-0.304759232,136900,-0.249100837
5453,31/07/2013,0.027535701,5453,122,2013,18/06/2013,30/09/2013,HE,S,5,P,8500,P,G,2,0,M,05/08/2009,92,2009,15.5,A,00/01/1900,BrM,1086,Primary,0,0,01/01/2013,01/06/2013,211,60,60.1,60,1763,4,1456,2,0.196708231,2119936,-0.013265321
5456,28/08/2010,1.156066999,5456,104,2010,30/06/2010,10/09/2010,SP,S,1,H,7100,D,B,2,NA,M,11/08/2009,92,2009,18.5,SA,00/01/1900,BrM,0,Primary,0,0,01/01/2010,01/06/2010,239,88,88.1,88,4958,3,382,1,-0.299218155,145924,-0.248027644
5456,28/06/2012,0.880065807,5456,116,2012,04/06/2012,30/09/2012,SAK,P,15,P,7974,D,B,2,1,M,11/08/2009,92,2009,17,A,00/01/1900,BrM,670,Primary,0,0,01/01/2012,01/06/2012,179,27,27.1,27,4958,4,1052,2,0.010158641,1106704,-0.133765449
5462,01/09/2010,0.412596484,5462,104,2010,30/06/2010,10/09/2010,SP,S,5,H,7132,D,B,2,NA,M,21/08/2009,92,2009,16.60000038,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2010,01/06/2010,243,92,92.1,92,1532,3,376,1,-0.301988693,141376,-0.248568522
5497,26/08/2010,0.445494397,5497,104,2010,30/06/2010,10/09/2010,SP,S,8,H,7093,D,B,2,NA,M,27/10/2009,92,2009,16.70000076,A,00/01/1900,BrM,0,Primary,0,0,01/01/2010,01/06/2010,237,86,86.1,86,1438,4,303,1,-0.335696911,91809,-0.254463351
5498,21/06/2012,-0.127798641,5498,116,2012,04/06/2012,30/09/2012,SAK,S,0,P,7965,D,B,2,1,M,18/10/2009,92,2009,15.39999962,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,172,20,20.1,20,4868,4,977,1,-0.02447309,954529,-0.151863087
5508,13/07/2010,1.131561543,5508,104,2010,30/06/2010,10/09/2010,SP,R,8,H,7015,D,B,2,NA,M,15/11/2009,92,2009,16.89999962,SA,00/01/1900,BrM,0,Primary,0,0,01/01/2010,01/06/2010,193,42,42.1,42,4896,3,240,1,-0.364787565,57600,-0.258531707
5508,03/07/2012,0.947560747,5508,116,2012,04/06/2012,30/09/2012,DLG,S,12,P,7982,D,B,2,0,M,15/11/2009,92,2009,17.29999924,A,00/01/1900,BrM,721,Primary,0,0,01/01/2012,01/06/2012,184,32,32.1,32,4896,4,961,2,-0.031861192,923521,-0.15555076
5508,03/07/2013,0.901560549,5508,122,2013,18/06/2013,30/09/2013,LMG,S,5,P,8337,P,G,2,0,M,15/11/2009,92,2009,18,A,00/01/1900,BrM,365,Primary,0,0,01/01/2013,01/06/2013,183,32,32.1,32,4896,4,1326,3,0.136679898,1758276,-0.056276276
5510,07/07/2010,0.526894562,5510,104,2010,30/06/2010,10/09/2010,SP,P,5,H,7017,D,B,2,NA,M,09/11/2009,92,2009,15.89999962,SA,00/01/1900,H,0,Non-primary,0,0,01/01/2010,01/06/2010,187,36,36.1,36,3490,3,240,1,-0.364787565,57600,-0.258531707
5510,01/09/2010,0.388893966,5510,104,2010,30/06/2010,10/09/2010,SP,S,29,H,7131,D,B,2,NA,M,09/11/2009,92,2009,17,SA,00/01/1900,H,56,Non-primary,0,0,01/01/2010,01/06/2010,243,92,92.1,92,3490,3,296,2,-0.338929206,87616,-0.25496201
5511,06/07/2010,-0.582964812,5511,104,2010,30/06/2010,10/09/2010,SP,P,6,H,7018,D,B,2,NA,F,07/04/2010,103,2010,13.5,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2010,01/06/2010,186,35,35.1,35,4863,2,90,1,-0.434051027,8100,-0.264418569
5513,08/06/2012,0.611050099,5513,116,2012,04/06/2012,30/09/2012,SAK,S,6,P,7918,D,B,2,0,M,13/11/2009,92,2009,16.20000076,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,159,7,7.1,7,4973,4,938,1,-0.04248159,879844,-0.160745113
5513,22/09/2013,0.887051291,5513,122,2013,18/06/2013,30/09/2013,MB,C,5,P,8476,P,G,2,1,M,13/11/2009,92,2009,18.20000076,A,00/01/1900,BrM,471,Primary,0,0,01/01/2013,01/06/2013,264,113,113.1,113,4973,4,1409,2,0.17500568,1985281,-0.029279368
5514,14/08/2013,-0.925228811,5514,122,2013,18/06/2013,30/09/2013,MB,C,49,P,8408,P,G,2,0,F,13/11/2009,92,2009,14,A,00/01/1900,BrF,1130,Primary,0,0,01/01/2013,01/06/2013,225,74,74.1,74,5320,4,1370,1,0.15699718,1876900,-0.04216874
5514,15/08/2013,-0.97122901,5514,122,2013,18/06/2013,30/09/2013,MB,C,23,P,8414,P,G,2,0,F,13/11/2009,92,2009,13,A,00/01/1900,BrF,1,Primary,0,0,01/01/2013,01/06/2013,226,75,75.1,75,5320,4,1371,2,0.157458936,1879641,-0.041842762
5516,10/07/2010,-0.195206627,5516,104,2010,30/06/2010,10/09/2010,SP,P,20,H,7023,D,B,2,NA,F,12/11/2009,92,2009,14.89999962,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2010,01/06/2010,190,39,39.1,39,1864,3,240,1,-0.364787565,57600,-0.258531707
5517,10/07/2010,0.457417071,5517,104,2010,30/06/2010,10/09/2010,SP,C,11,H,7024,D,B,2,NA,F,12/11/2009,92,2009,14.89999962,SA,00/01/1900,AB,0,Non-primary,0,0,01/01/2010,01/06/2010,190,39,39.1,39,5267,3,240,1,-0.364787565,57600,-0.258531707
5517,12/02/2014,0.595417668,5517,124,2014,19/01/2014,04/03/2014,HE,P,17,P,8523,P,B,2,1,F,12/11/2009,92,2009,18.5,A,00/01/1900,ABX,1313,Non-primary,0,0,01/01/2014,01/06/2014,42,42,42.2,42,5267,4,1553,2,0.241498603,2411809,0.021446111
5518,03/07/2010,-0.418307489,5518,104,2010,30/06/2010,10/09/2010,MH,P,45,H,7025,D,B,2,NA,F,05/11/2009,92,2009,14,SA,00/01/1900,AB,0,Non-primary,0,0,01/01/2010,01/06/2010,183,32,32.1,32,3590,3,240,1,-0.364787565,57600,-0.258531707
