BirdID,Date,StndBody.mass,animal,FieldPeriodID,PeriodYear,PeriodStart,PeriodEnd,Observer,Weather,ReleaseMethod,CatchID,ExplorationBranchOrientation,TentColour,Novel.object.score,TentTerritoryID,Wind,SexEstimate,BirthDate,BirthFieldPeriodID,BirthPeriodYear,BodyMass,Ageclass,CatchTime,Status,Time.between.tests,Social.status,TentPoles,BranchHeight,Start.of.year,Start.of.June,Season.yr.start,Season.june.start,Season,Days.into.season,mum,Ageclass2,Age_days,Testno,Age_sd,Age_sq,Age_sq_sd
5618,21/07/2013,-0.141987929,5618,122,2013,18/06/2013,30/09/2013,HE,S,P,8365,P,G,56,2,0,F,07/04/2011,105,2011,13.5,A,00/01/1900,BrF,0,Primary,0,0,01/01/2013,01/06/2013,201,50,50.1,50,1438,4,836,1,-0.087001253,698896,-0.173237578
5618,17/08/2013,-0.371988922,5618,122,2013,18/06/2013,30/09/2013,MB,S,H,8418,P,G,130,2,0,F,07/04/2011,105,2011,16.5,A,00/01/1900,BrF,27,Primary,0,0,01/01/2013,01/06/2013,228,77,77.1,77,1438,4,863,2,-0.073925877,744769,-0.167542326
5620,26/02/2015,0.288988948,5620,139,2015,16/01/2015,05/03/2015,MB,S,P,8978,D,G,50,2,2,M,02/11/2010,104,2010,16.29999924,A,00/01/1900,BrM,984,Primary,0,0,01/01/2015,01/06/2015,56,56,56.2,56,1660,4,1577,1,0.27184518,2486929,0.048751377
5621,15/09/2013,-0.065124567,5621,122,2013,18/06/2013,30/09/2013,MB,S,P,8455,P,G,36,2,1,F,02/11/2010,104,2010,15.69999981,A,00/01/1900,BrF,570,Primary,0,0,01/01/2013,01/06/2013,257,106,106.1,106,3616,4,1048,1,0.015664663,1098304,-0.123650035
5625,22/02/2013,0.027019814,5625,118,2013,22/01/2013,27/02/2013,HE,P,P,8223,D,B,75,2,2,F,12/11/2010,104,2010,16,A,00/01/1900,BrF,24,Primary,0,0,01/01/2013,01/06/2013,52,52,52.2,52,5531,4,833,1,-0.088454072,693889,-0.17385921
5626,24/09/2013,1.12595784,5626,122,2013,18/06/2013,30/09/2013,MB,C,H,8487,P,G,19,2,1,M,22/11/2010,104,2010,18.39999962,A,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,266,115,115.1,115,3595,4,1037,1,0.010337658,1075369,-0.126497475
5626,27/06/2014,1.309958635,5626,125,2014,16/06/2014,04/10/2014,HE,S,P,8665,P,B,47,2,0,M,22/11/2010,104,2010,17.89999962,A,00/01/1900,BrM,276,Primary,0,0,01/01/2014,01/06/2014,177,26,26.1,26,3595,4,1313,2,0.143997059,1723969,-0.045972095
5634,16/02/2013,-0.52604569,5634,118,2013,22/01/2013,27/02/2013,HE,P,P,8211,D,B,23,2,1,F,14/12/2010,104,2010,13.5,A,00/01/1900,BrF,0,Primary,0,0,01/01/2013,01/06/2013,46,46,46.2,46,3022,4,795,1,-0.106856453,632025,-0.181539787
5634,11/07/2014,-0.572045889,5634,125,2014,16/06/2014,04/10/2014,HE,P,P,8727,P,B,18,2,0,F,14/12/2010,104,2010,15.30000019,A,00/01/1900,BrF,510,Primary,0,0,01/01/2014,01/06/2014,191,40,40.1,40,3022,4,1305,2,0.140122873,1703025,-0.048572347
5638,11/07/2013,1.186753573,5638,122,2013,18/06/2013,30/09/2013,HE,C,P,8345,P,G,22,2,0,M,16/05/2011,105,2011,19.5,A,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,191,40,40.1,40,1617,4,787,1,-0.110730639,619369,-0.183111062
5638,10/02/2014,1.094753175,5638,124,2014,19/01/2014,04/03/2014,HE,P,P,8519,P,B,90,2,2,M,16/05/2011,105,2011,16.60000038,A,00/01/1900,BrM,214,Primary,0,0,01/01/2014,01/06/2014,40,40,40.2,40,1617,4,1001,2,-0.007096176,1002001,-0.135606303
5639,22/08/2013,0.718104638,5639,122,2013,18/06/2013,30/09/2013,HE,C,H,8429,P,G,1,2,0,M,17/05/2011,105,2011,17.5,A,00/01/1900,BrM,338,Primary,0,0,01/01/2013,01/06/2013,233,82,82.1,82,5242,4,828,1,-0.090875438,685584,-0.174890298
5642,01/08/2013,-0.094900728,5642,122,2013,18/06/2013,30/09/2013,HE,C,H,8502,P,G,1,2,1,F,03/12/2010,104,2010,15.5,A,00/01/1900,BrF,324,Primary,0,0,01/01/2013,01/06/2013,212,61,61.1,61,1852,4,972,1,-0.021140099,944784,-0.142709942
5643,15/08/2013,0.718935047,5643,122,2013,18/06/2013,30/09/2013,MB,C,H,8415,P,G,173,2,0,M,03/12/2010,104,2010,16.5,A,00/01/1900,BrM,331,Primary,0,0,01/01/2013,01/06/2013,226,75,75.1,75,5277,4,986,1,-0.014360274,972196,-0.139306671
5643,07/02/2014,0.534934252,5643,124,2014,19/01/2014,04/03/2014,HE,P,P,8514,P,B,105,2,1,M,03/12/2010,104,2010,17.20000076,A,00/01/1900,BrM,176,Primary,0,0,01/01/2014,01/06/2014,37,37,37.2,37,5277,4,1162,2,0.070871807,1350244,-0.092371027
5648,18/08/2013,-0.022090015,5648,122,2013,18/06/2013,30/09/2013,HE,S,P,8417,P,G,1,2,0,F,03/07/2011,105,2011,15.5,A,00/01/1900,ABX,0,Non-primary,0,0,01/01/2013,01/06/2013,229,78,78.1,78,5277,4,777,1,-0.115573371,603729,-0.185052809
5652,25/02/2014,-0.856104719,5652,124,2014,19/01/2014,04/03/2014,HE,S,P,8534,P,B,86,2,0,F,02/01/2011,104,2010,13.30000019,A,00/01/1900,SEEN2,754,Non-primary,0,0,01/01/2014,01/06/2014,55,55,55.2,55,5075,4,1150,1,0.065060529,1322500,-0.095815517
5653,09/07/2013,-0.235119427,5653,122,2013,18/06/2013,30/09/2013,HE,C,P,8341,P,G,49,2,1,F,14/08/2011,105,2011,15,A,00/01/1900,BrF,0,Primary,0,0,01/01/2013,01/06/2013,189,38,38.1,38,3462,4,695,1,-0.155283772,483025,-0.200038525
5679,10/08/2013,0.119547994,5679,122,2013,18/06/2013,30/09/2013,LMG,C,P,8399,P,G,50,2,1,M,16/01/2011,104,2010,15,A,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,221,70,70.1,70,1824,4,937,1,-0.038089661,877969,-0.151005199
5679,22/02/2019,-0.110453,5679,171,2019,21/01/2019,09/03/2019,TC,S,H,10761,D,G,166,2,1,M,16/01/2011,104,2010,16,A,00/01/1900,BrM,2022,Primary,1,1,01/01/2019,01/06/2019,52,52,52.2,52,1824,4,2959,2,0.941110728,8755681,0.827033268
5683,20/07/2013,-0.60576995,5683,122,2013,18/06/2013,30/09/2013,HE,S,P,8363,P,G,3,2,0,F,18/09/2010,104,2010,14.5,A,00/01/1900,BrF,0,Primary,0,0,01/01/2013,01/06/2013,200,49,49.1,49,5162,4,1036,1,0.009853385,1073296,-0.126754843
5683,25/09/2013,-0.329768758,5683,122,2013,18/06/2013,30/09/2013,MB,C,P,8483,P,G,25,2,1,F,18/09/2010,104,2010,15.30000019,A,00/01/1900,BrF,67,Primary,0,0,01/01/2013,01/06/2013,267,116,116.1,116,5162,4,1103,2,0.042299689,1216609,-0.108962161
5683,20/06/2014,-0.743770546,5683,125,2014,16/06/2014,04/10/2014,MB,P,H,8625,P,B,95,2,0,F,18/09/2010,104,2010,13.69999981,A,00/01/1900,BrF,268,Primary,0,0,01/01/2014,01/06/2014,170,19,19.1,19,5162,4,1371,3,0.172084903,1879641,-0.026645011
5748,22/08/2013,0.072969544,5748,122,2013,18/06/2013,30/09/2013,MB,C,P,8422,P,G,4,2,0,F,02/08/2011,105,2011,16.5,A,00/01/1900,ABX,345,Non-primary,0,0,01/01/2013,01/06/2013,233,82,82.1,82,3608,4,751,1,-0.128164474,564001,-0.189985144
5748,18/02/2015,0.026969346,5748,139,2015,16/01/2015,05/03/2015,MB,S,P,8960,D,G,6,2,1,F,02/08/2011,105,2011,15.5,A,00/01/1900,BrF,545,Primary,0,0,01/01/2015,01/06/2015,48,48,48.2,48,3608,4,1296,2,0.135764414,1679616,-0.051478635
5749,01/08/2013,0.388893966,5749,122,2013,18/06/2013,30/09/2013,LMG,S,H,8504,P,G,19,2,1,F,01/08/2011,105,2011,17,A,00/01/1900,BrF,0,Primary,0,0,01/01/2013,01/06/2013,212,61,61.1,61,4971,4,731,1,-0.137849938,534361,-0.193665027
5749,19/02/2015,0.526894562,5749,139,2015,16/01/2015,05/03/2015,MB,S,P,8956,D,G,25,2,2,F,01/08/2011,105,2011,15.89999962,A,00/01/1900,BrF,567,Primary,0,0,01/01/2015,01/06/2015,49,49,49.2,49,4971,4,1298,2,0.136732961,1684804,-0.050834532
5750,28/07/2013,-0.272001667,5750,122,2013,18/06/2013,30/09/2013,HE,P,P,8382,P,G,31,2,0,F,01/08/2011,105,2011,15,A,00/01/1900,BrF,322,Primary,0,0,01/01/2013,01/06/2013,208,57,57.1,57,1826,4,727,1,-0.13978703,528529,-0.194389085
5766,14/02/2013,0.074990936,5766,118,2013,22/01/2013,27/02/2013,SH,P,P,8207,D,B,1,2,1,F,30/09/2011,105,2011,15.5,A,00/01/1900,SEEN2,0,Non-primary,0,0,01/01/2013,01/06/2013,44,44,44.2,44,5337,4,503,1,-0.248264225,253009,-0.228595611
5769,03/08/2013,-0.215803966,5769,122,2013,18/06/2013,30/09/2013,LMG,P,P,8389,P,G,83,2,0,F,01/10/2011,105,2011,16,A,00/01/1900,ABX,39,Non-primary,0,0,01/01/2013,01/06/2013,214,63,63.1,63,5450,4,672,1,-0.166422056,451584,-0.203942007
5769,26/06/2014,-0.07780337,5769,125,2014,16/06/2014,04/10/2014,HE,P,H,8661,P,B,22,2,1,F,01/10/2011,105,2011,15.5,A,00/01/1900,BrF,327,Primary,0,0,01/01/2014,01/06/2014,176,25,25.1,25,5450,4,999,2,-0.008064723,998001,-0.136102913
5770,28/07/2013,-1.495051255,5770,122,2013,18/06/2013,30/09/2013,HE,S,P,8383,P,G,44,2,0,F,01/12/2011,112,2012,13.5,A,00/01/1900,BrF,398,Primary,0,0,01/01/2013,01/06/2013,208,57,57.1,57,5525,4,605,1,-0.198868359,366025,-0.21456438
5770,17/09/2013,-1.31105046,5770,122,2013,18/06/2013,30/09/2013,MB,S,P,8457,P,G,70,2,0,F,01/12/2011,112,2012,14.60000038,A,00/01/1900,BrF,51,Primary,0,0,01/01/2013,01/06/2013,259,108,108.1,108,5525,4,656,2,-0.174170427,430336,-0.206580002
5774,20/07/2013,-0.425975979,5774,122,2013,18/06/2013,30/09/2013,HE,S,H,8362,P,G,103,2,0,M,09/11/2011,105,2011,15.5,A,00/01/1900,BrM,529,Primary,0,0,01/01/2013,01/06/2013,200,49,49.1,49,1763,4,619,1,-0.192088535,383161,-0.212436901
5776,15/02/2013,0.689612379,5776,118,2013,22/01/2013,27/02/2013,HE,S,H,8210,D,B,60,2,2,M,13/06/2011,105,2011,16,A,00/01/1900,BrM,13,Primary,0,0,01/01/2013,01/06/2013,45,45,45.2,45,5132,4,613,1,-0.194994174,375769,-0.213354637
5776,01/07/2013,0.781612777,5776,122,2013,18/06/2013,30/09/2013,LMG,C,P,8334,P,G,91,2,0,M,13/06/2011,105,2011,18,A,00/01/1900,BrM,136,Primary,0,0,01/01/2013,01/06/2013,181,30,30.1,30,5132,4,749,2,-0.12913302,561001,-0.190357602
5776,13/02/2016,0.919613373,5776,144,2016,02/02/2016,09/03/2016,LJR,S,P,9231,P,B,101,1.1,2,M,13/06/2011,105,2011,16.5,A,00/01/1900,BrM,957,Primary,0,0,01/01/2016,01/06/2016,43,43,43.2,43,5132,4,1706,3,0.334316422,2910436,0.101330874
5778,21/02/2013,-1.415306578,5778,118,2013,22/01/2013,27/02/2013,HE,P,P,8220,D,B,43,2,2,F,10/12/2011,112,2012,14,A,00/01/1900,SEEN1,242,Non-primary,0,0,01/01/2013,01/06/2013,51,51,51.2,51,3517,4,439,1,-0.279257709,192721,-0.236080523
5779,23/02/2013,0.466829409,5779,118,2013,22/01/2013,27/02/2013,SH,P,H,8224,D,B,42,2,2,M,08/02/2011,105,2011,17,A,00/01/1900,SEEN1,381,Non-primary,0,0,01/01/2013,01/06/2013,53,53,53.2,53,5514,4,746,1,-0.13058584,556516,-0.190914426
5779,17/09/2014,0.144828017,5779,125,2014,16/06/2014,04/10/2014,KLB,S,P,8819,P,B,64,2,1,M,08/02/2011,105,2011,16.10000038,A,00/01/1900,BrM,571,Primary,0,0,01/01/2014,01/06/2014,259,108,108.1,108,5514,4,1317,2,0.145934151,1734489,-0.044666009
5780,26/09/2013,-0.338982638,5780,122,2013,18/06/2013,30/09/2013,MB,C,P,8472,P,G,11,2,1,M,11/12/2011,112,2012,15.69999981,A,00/01/1900,BrM,238,Primary,0,0,01/01/2013,01/06/2013,268,117,117.1,117,3490,4,655,1,-0.1746547,429025,-0.206742766
5780,08/08/2014,-0.338982638,5780,125,2014,16/06/2014,04/10/2014,MB,P,H,8771,P,B,28,2,0,M,11/12/2011,112,2012,15.89999962,A,00/01/1900,BrM,316,Primary,0,0,01/01/2014,01/06/2014,219,68,68.1,68,3490,4,971,2,-0.021624372,942841,-0.142951171
5820,22/02/2013,0.284147271,5820,118,2013,22/01/2013,27/02/2013,SH,P,P,8222,D,B,33,2,2,M,01/03/2012,112,2012,16,A,00/01/1900,ABX,238,Non-primary,0,0,01/01/2013,01/06/2013,52,52,52.2,52,4904,4,358,1,-0.318483837,128164,-0.244095443
5820,31/01/2015,0.376147669,5820,139,2015,16/01/2015,05/03/2015,MB,C,P,8913,D,G,99,2,2,M,01/03/2012,112,2012,16,A,00/01/1900,BrM,585,Primary,0,0,01/01/2015,01/06/2015,30,30,30.2,30,4904,4,1066,2,0.024381581,1136356,-0.11892578
5822,29/08/2013,-0.139131189,5822,122,2013,18/06/2013,30/09/2013,LMG,S,P,8433,P,G,14,2,0,M,02/05/2012,116,2012,15.5,SA,00/01/1900,ABX,424,Non-primary,0,0,01/01/2013,01/06/2013,240,89,89.1,89,5604,3,484,1,-0.257465415,234256,-0.230923845
5823,23/06/2013,-0.065167083,5823,122,2013,18/06/2013,30/09/2013,HE,S,P,8320,P,G,2,2,0,F,05/03/2012,112,2012,17,A,00/01/1900,SEEN1,355,Non-primary,0,0,01/01/2013,01/06/2013,173,22,22.1,22,5163,4,475,1,-0.261823874,225625,-0.231995406
5823,22/06/2014,-0.203167679,5823,125,2014,16/06/2014,04/10/2014,HE,C,P,8629,P,B,68,2,0,F,05/03/2012,112,2012,15.10000038,A,00/01/1900,BrF,364,Primary,0,0,01/01/2014,01/06/2014,172,21,21.1,21,5163,4,839,2,-0.085548433,703921,-0.172613711
5825,27/08/2013,-0.539217919,5825,122,2013,18/06/2013,30/09/2013,LMG,P,P,8431,P,G,2,2,0,F,15/02/2012,112,2012,15,A,00/01/1900,BrF,355,Primary,0,0,01/01/2013,01/06/2013,238,87,87.1,87,5517,4,559,1,-0.221144926,312481,-0.221212007
5825,30/01/2014,-0.539217919,5825,124,2014,19/01/2014,04/03/2014,HE,P,P,8506,P,B,5,2,1,F,15/02/2012,112,2012,14.60000038,A,00/01/1900,BrF,156,Primary,0,0,01/01/2014,01/06/2014,29,29,29.2,29,5517,4,715,2,-0.145598309,511225,-0.196537422
5825,10/02/2014,-0.585218118,5825,124,2014,19/01/2014,04/03/2014,HE,P,P,8517,P,B,5,2,2,F,15/02/2012,112,2012,15.69999981,A,00/01/1900,BrF,11,Primary,0,0,01/01/2014,01/06/2014,40,40,40.2,40,5517,4,726,3,-0.140271303,527076,-0.194569479
5826,05/08/2013,0.669255372,5826,122,2013,18/06/2013,30/09/2013,LMG,S,P,8393,P,G,2,2,1,M,18/10/2011,105,2011,17,A,00/01/1900,BrM,322,Primary,0,0,01/01/2013,01/06/2013,216,65,65.1,65,3491,4,657,1,-0.173686154,431649,-0.206416989
5826,24/02/2014,0.577254975,5826,124,2014,19/01/2014,04/03/2014,HE,S,P,8532,P,B,1,2,0,M,18/10/2011,105,2011,17.60000038,A,00/01/1900,BrM,203,Primary,0,0,01/01/2014,01/06/2014,54,54,54.2,54,3491,4,860,2,-0.075378696,739600,-0.168184071
5829,24/06/2013,0.195319893,5829,122,2013,18/06/2013,30/09/2013,HE,S,H,8321,P,G,31,2,0,M,13/04/2012,112,2012,18,A,00/01/1900,BrM,288,Primary,0,0,01/01/2013,01/06/2013,174,23,23.1,23,3085,4,437,1,-0.280226255,190969,-0.236298038
5829,31/01/2015,0.241320092,5829,139,2015,16/01/2015,05/03/2015,MB,C,H,8916,D,G,73,2,2,M,13/04/2012,112,2012,15.80000019,A,00/01/1900,BrM,586,Primary,0,0,01/01/2015,01/06/2015,30,30,30.2,30,3085,4,1023,2,0.003557834,1046529,-0.130078036
5834,03/08/2014,0.211948997,5834,125,2014,16/06/2014,04/10/2014,HE,S,P,8763,P,B,37,2,0,M,17/02/2012,112,2012,17.29999924,A,00/01/1900,BrM,693,Primary,0,0,01/01/2014,01/06/2014,214,63,63.1,63,5267,4,898,1,-0.056976315,806404,-0.15989018
5836,03/08/2013,0.472212605,5836,122,2013,18/06/2013,30/09/2013,HE,P,P,8388,P,G,29,2,0,M,26/06/2011,105,2011,17,A,00/01/1900,BrM,404,Primary,0,0,01/01/2013,01/06/2013,214,63,63.1,63,3594,4,769,1,-0.119447556,591361,-0.186588329
5837,24/07/2013,0.235370478,5837,122,2013,18/06/2013,30/09/2013,LMG,S,H,8374,P,G,47,2,0,M,08/11/2011,105,2011,16,A,00/01/1900,BrM,315,Primary,0,0,01/01/2013,01/06/2013,204,53,53.1,53,5284,4,624,1,-0.189667169,389376,-0.211665292
5837,15/09/2013,0.511371671,5837,122,2013,18/06/2013,30/09/2013,MB,S,H,8454,P,G,76,2,1,M,08/11/2011,105,2011,16.70000076,A,00/01/1900,BrM,53,Primary,0,0,01/01/2013,01/06/2013,257,106,106.1,106,5284,4,677,2,-0.16400069,458329,-0.203104598
5839,22/06/2014,-0.346406882,5839,125,2014,16/06/2014,04/10/2014,HE,C,H,8628,P,B,0,2,0,M,15/05/2012,116,2012,15.10000038,A,00/01/1900,BrM,270,Primary,0,0,01/01/2014,01/06/2014,172,21,21.1,21,1824,4,768,1,-0.11993183,589824,-0.186779151
5847,30/07/2013,0.081192931,5847,122,2013,18/06/2013,30/09/2013,LMG,S,P,8387,P,G,37,2,0,M,19/09/2011,105,2011,16.5,A,00/01/1900,BrM,315,Primary,0,0,01/01/2013,01/06/2013,210,59,59.1,59,5598,4,680,1,-0.16254787,462400,-0.202599173
5847,21/08/2013,0.12719313,5847,122,2013,18/06/2013,30/09/2013,MB,C,P,8424,P,G,106,2,0,M,19/09/2011,105,2011,15,A,00/01/1900,BrM,22,Primary,0,0,01/01/2013,01/06/2013,232,81,81.1,81,5598,4,702,2,-0.15189386,492804,-0.198824437
5853,18/02/2013,0.093858446,5853,118,2013,22/01/2013,27/02/2013,HE,S,P,8215,D,B,9,2,1,M,29/07/2012,116,2012,16,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2013,01/06/2013,48,48,48.2,48,4958,3,204,1,-0.393061908,41616,-0.254840602
5854,29/06/2013,-0.17206067,5854,122,2013,18/06/2013,30/09/2013,HE,S,P,8331,P,G,4,2,0,F,24/08/2012,116,2012,16,A,00/01/1900,AB,148,Non-primary,0,0,01/01/2013,01/06/2013,179,28,28.1,28,5549,4,309,1,-0.342213223,95481,-0.248153122
5854,18/09/2013,-0.264061068,5854,122,2013,18/06/2013,30/09/2013,MB,S,P,8464,P,G,66,2,0,F,24/08/2012,116,2012,14.80000019,A,00/01/1900,AB,81,Non-primary,0,0,01/01/2013,01/06/2013,260,109,109.1,109,5549,4,390,2,-0.302987095,152100,-0.241123726
5855,30/06/2013,0.680433018,5855,122,2013,18/06/2013,30/09/2013,HE,S,H,8333,P,G,36,2,0,M,24/08/2012,116,2012,17,SA,00/01/1900,AB,0,Non-primary,0,0,01/01/2013,01/06/2013,180,29,29.1,29,5549,3,310,1,-0.34172895,96100,-0.248076272
5855,24/02/2016,0.910434012,5855,144,2016,02/02/2016,09/03/2016,LJR,C,H,9247,P,B,86,1.1,0,M,24/08/2012,116,2012,17.5,A,00/01/1900,BrM,969,Primary,0,0,01/01/2016,01/06/2016,54,54,54.2,54,5549,4,1279,2,0.12753177,1635841,-0.056913416
5901,22/07/2013,-0.448428106,5901,122,2013,18/06/2013,30/09/2013,HE,S,P,8366,P,G,32,2,0,F,05/06/2012,116,2012,14.5,A,00/01/1900,BrF,172,Primary,0,0,01/01/2013,01/06/2013,202,51,51.1,51,3453,4,412,1,-0.292333085,169744,-0.238933177
5904,16/07/2013,0.587771824,5904,122,2013,18/06/2013,30/09/2013,HE,S,H,8355,P,G,1,2,0,M,07/10/2012,116,2012,15.5,SA,00/01/1900,AB,162,Non-primary,0,0,01/01/2013,01/06/2013,196,45,45.1,45,5277,3,282,1,-0.355288599,79524,-0.250134225
5904,02/02/2014,0.403771029,5904,124,2014,19/01/2014,04/03/2014,HE,P,P,8513,P,B,104,2,1,M,07/10/2012,116,2012,16.10000038,A,00/01/1900,BrM,201,Primary,0,0,01/01/2014,01/06/2014,32,32,32.2,32,5277,4,483,2,-0.257949688,233289,-0.2310439
5907,20/02/2013,0.059527478,5907,118,2013,22/01/2013,27/02/2013,SH,C,H,8218,D,B,7,2,2,M,14/12/2012,118,2013,15.5,JUV,00/01/1900,FL,8,Non-primary,0,0,01/01/2013,01/06/2013,50,50,50.2,50,5589,1,68,1,-0.458923062,4624,-0.259433256
5907,24/09/2013,-0.03247292,5907,122,2013,18/06/2013,30/09/2013,MB,C,P,8490,P,G,2,2,1,M,14/12/2012,118,2013,15.5,SA,00/01/1900,ABX,96,Non-primary,0,0,01/01/2013,01/06/2013,266,115,115.1,115,5589,3,284,2,-0.354320053,80656,-0.249993685
5907,18/07/2014,0.013527279,5907,125,2014,16/06/2014,04/10/2014,HE,P,H,8738,P,B,31,2,0,M,14/12/2012,118,2013,15.89999962,A,00/01/1900,SEEN2,297,Non-primary,0,0,01/01/2014,01/06/2014,198,47,47.1,47,5589,4,581,3,-0.210490916,337561,-0.21809826
5908,16/02/2013,0.119112139,5908,118,2013,22/01/2013,27/02/2013,HE,P,P,8212,D,B,18,2,1,M,18/12/2012,118,2013,16,JUV,00/01/1900,FL,0,Non-primary,0,0,01/01/2013,01/06/2013,46,46,46.2,46,5634,1,60,1,-0.462797247,3600,-0.259560388
5908,28/06/2014,0.073111941,5908,125,2014,16/06/2014,04/10/2014,HE,S,H,8675,P,B,75,2,0,M,18/12/2012,118,2013,15.60000038,A,00/01/1900,BrM,497,Primary,0,0,01/01/2014,01/06/2014,178,27,27.1,27,5634,4,557,2,-0.222113472,310249,-0.221489116
5909,18/02/2013,-0.870334511,5909,118,2013,22/01/2013,27/02/2013,HE,S,H,8214,D,B,1,2,1,F,23/06/2012,116,2012,14,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2013,01/06/2013,48,48,48.2,48,1707,3,240,1,-0.375628073,57600,-0.252856147
5909,27/06/2013,-0.824334313,5909,122,2013,18/06/2013,30/09/2013,HE,S,P,8329,P,G,7,2,0,F,23/06/2012,116,2012,15,SA,00/01/1900,ABX,129,Non-primary,0,0,01/01/2013,01/06/2013,177,26,26.1,26,1707,3,369,2,-0.313156832,136161,-0.243102594
5909,19/09/2013,-0.640333518,5909,122,2013,18/06/2013,30/09/2013,MB,C,H,8461,P,G,16,2,0,F,23/06/2012,116,2012,14.5,SA,00/01/1900,ABX,84,Non-primary,0,0,01/01/2013,01/06/2013,261,110,110.1,110,1707,3,453,3,-0.272477884,205209,-0.234530105
5909,30/01/2015,-0.91633471,5909,139,2015,16/01/2015,05/03/2015,MB,C,P,8912,D,G,105,2,2,F,23/06/2012,116,2012,12.89999962,A,00/01/1900,ABX,498,Non-primary,0,0,01/01/2015,01/06/2015,29,29,29.2,29,1707,4,951,4,-0.031309836,904401,-0.147723597
6009,05/02/2015,-0.272425845,6009,139,2015,16/01/2015,05/03/2015,MB,S,P,8926,D,G,0,2,1,F,26/02/2013,118,2013,14.30000019,A,00/01/1900,BrF,371,Primary,0,0,01/01/2015,01/06/2015,35,35,35.2,35,4958,4,709,1,-0.148503948,502681,-0.197598182
6010,30/06/2013,1.482580655,6010,122,2013,18/06/2013,30/09/2013,LMG,S,H,8332,P,G,23,2,0,M,02/11/2012,116,2012,20,SA,00/01/1900,AB,0,Non-primary,0,0,01/01/2013,01/06/2013,180,29,29.1,29,3094,3,240,1,-0.375628073,57600,-0.252856147
6011,06/07/2013,0.242399877,6011,122,2013,18/06/2013,30/09/2013,HE,S,H,8339,P,G,21,2,0,M,08/11/2012,116,2012,17,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2013,01/06/2013,186,35,35.1,35,5621,3,240,1,-0.375628073,57600,-0.252856147
6011,28/02/2014,0.196399679,6011,124,2014,19/01/2014,04/03/2014,HE,S,H,8535,P,B,84,2,0,M,08/11/2012,116,2012,15,A,00/01/1900,BrM,237,Primary,0,0,01/01/2014,01/06/2014,58,58,58.2,58,5621,4,477,2,-0.260855328,227529,-0.231759019
6012,07/07/2013,0.656884947,6012,122,2013,18/06/2013,30/09/2013,LMG,S,P,8340,P,G,109,2,0,M,07/07/2012,116,2012,19,A,00/01/1900,AB,0,Non-primary,0,0,01/01/2013,01/06/2013,187,36,36.1,36,5845,4,365,1,-0.315093925,133225,-0.243467106
6012,05/02/2016,0.656884947,6012,144,2016,02/02/2016,09/03/2016,DJW,S,P,9212,P,B,79,1.1,2,M,07/07/2012,116,2012,15,A,00/01/1900,BrM,943,Primary,0,0,01/01/2016,01/06/2016,35,35,35.2,35,5845,4,1308,2,0.141575693,1710864,-0.047599115
6013,11/07/2013,0.495647033,6013,122,2013,18/06/2013,30/09/2013,LMG,C,P,8349,P,G,21,2,0,F,13/11/2012,116,2012,17,SA,00/01/1900,SEEN1,0,Non-primary,0,0,01/01/2013,01/06/2013,191,40,40.1,40,5324,3,240,1,-0.375628073,57600,-0.252856147
6014,16/07/2013,0.864092092,6014,122,2013,18/06/2013,30/09/2013,HE,S,P,8357,P,G,7,2,0,M,18/11/2012,116,2012,17,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2013,01/06/2013,196,45,45.1,45,4803,3,240,1,-0.375628073,57600,-0.252856147
6014,19/09/2013,0.680091297,6014,122,2013,18/06/2013,30/09/2013,MB,C,H,8462,P,G,61,2,0,M,18/11/2012,116,2012,17.5,A,00/01/1900,ABX,65,Non-primary,0,0,01/01/2013,01/06/2013,261,110,110.1,110,4803,4,305,2,-0.344150316,93025,-0.248458041
6015,18/07/2013,-0.278257176,6015,122,2013,18/06/2013,30/09/2013,HD,S,H,8358,P,G,1,2,0,F,20/11/2012,116,2012,14.5,SA,00/01/1900,BrF,0,Primary,0,0,01/01/2013,01/06/2013,198,47,47.1,47,5685,3,240,1,-0.375628073,57600,-0.252856147
6016,20/07/2013,0.10457609,6016,122,2013,18/06/2013,30/09/2013,HE,S,P,8360,P,G,18,2,0,M,22/11/2012,116,2012,15.5,SA,00/01/1900,AB,0,Non-primary,0,0,01/01/2013,01/06/2013,200,49,49.1,49,5683,3,240,1,-0.375628073,57600,-0.252856147
6016,13/02/2014,0.196576487,6016,124,2014,19/01/2014,04/03/2014,HE,P,H,8522,P,B,39,2,1,M,22/11/2012,116,2012,16.10000038,A,00/01/1900,ABX,208,Non-primary,0,0,01/01/2014,01/06/2014,43,43,43.2,43,5683,4,448,2,-0.27489925,200704,-0.235089413
6017,20/07/2013,0.16666916,6017,122,2013,18/06/2013,30/09/2013,LMG,S,P,8361,P,G,9,2,0,M,20/07/2012,116,2012,16,A,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,200,49,49.1,49,5549,4,365,1,-0.315093925,133225,-0.243467106
