VegSurveyID,FieldPeriodID,FPstart,FPend,SamplingDate,SurveyLocationRef,TerritoryID,Species,Count
437,28,02/07/1999,26/09/1999,,58,31,QuiInd,0
437,28,02/07/1999,26/09/1999,,58,31,Scaevo,0
437,28,02/07/1999,26/09/1999,,58,31,TerCat,0
437,28,02/07/1999,26/09/1999,,58,31,Unclas,4
438,28,02/07/1999,26/09/1999,,65,32,AchAsp,17
438,28,02/07/1999,26/09/1999,,65,32,BoiBla,0
438,28,02/07/1999,26/09/1999,,65,32,CarPap,0
438,28,02/07/1999,26/09/1999,,65,32,CorSub,0
438,28,02/07/1999,26/09/1999,,65,32,Euphor,0
438,28,02/07/1999,26/09/1999,,65,32,Ficus,3
438,28,02/07/1999,26/09/1999,,65,32,GosHir,0
438,28,02/07/1999,26/09/1999,,65,32,Hibisc,0
438,28,02/07/1999,26/09/1999,,65,32,Mangrv,0
438,28,02/07/1999,26/09/1999,,65,32,Morind,13
438,28,02/07/1999,26/09/1999,,65,32,NepMul,1
438,28,02/07/1999,26/09/1999,,65,32,Ochros,32
438,28,02/07/1999,26/09/1999,,65,32,OtherH,8
438,28,02/07/1999,26/09/1999,,65,32,OtherT,7
438,28,02/07/1999,26/09/1999,,65,32,PhyCas,12
438,28,02/07/1999,26/09/1999,,65,32,Pisoni,27
438,28,02/07/1999,26/09/1999,,65,32,QuiInd,0
438,28,02/07/1999,26/09/1999,,65,32,Scaevo,0
438,28,02/07/1999,26/09/1999,,65,32,TerCat,0
438,28,02/07/1999,26/09/1999,,65,32,Unclas,7
439,28,02/07/1999,26/09/1999,,65,33,AchAsp,7
439,28,02/07/1999,26/09/1999,,65,33,BoiBla,0
439,28,02/07/1999,26/09/1999,,65,33,CarPap,0
439,28,02/07/1999,26/09/1999,,65,33,CorSub,0
439,28,02/07/1999,26/09/1999,,65,33,Euphor,0
439,28,02/07/1999,26/09/1999,,65,33,Ficus,4
439,28,02/07/1999,26/09/1999,,65,33,GosHir,0
439,28,02/07/1999,26/09/1999,,65,33,Hibisc,0
439,28,02/07/1999,26/09/1999,,65,33,Mangrv,0
439,28,02/07/1999,26/09/1999,,65,33,Morind,5
439,28,02/07/1999,26/09/1999,,65,33,NepMul,3
439,28,02/07/1999,26/09/1999,,65,33,Ochros,10
439,28,02/07/1999,26/09/1999,,65,33,OtherH,1
439,28,02/07/1999,26/09/1999,,65,33,OtherT,1
439,28,02/07/1999,26/09/1999,,65,33,PhyCas,1
439,28,02/07/1999,26/09/1999,,65,33,Pisoni,72
439,28,02/07/1999,26/09/1999,,65,33,QuiInd,0
439,28,02/07/1999,26/09/1999,,65,33,Scaevo,0
439,28,02/07/1999,26/09/1999,,65,33,TerCat,0
439,28,02/07/1999,26/09/1999,,65,33,Unclas,2
440,28,02/07/1999,26/09/1999,,65,35,AchAsp,5
440,28,02/07/1999,26/09/1999,,65,35,BoiBla,0
440,28,02/07/1999,26/09/1999,,65,35,CarPap,0
440,28,02/07/1999,26/09/1999,,65,35,CorSub,0
440,28,02/07/1999,26/09/1999,,65,35,Euphor,0
440,28,02/07/1999,26/09/1999,,65,35,Ficus,2
440,28,02/07/1999,26/09/1999,,65,35,GosHir,0
440,28,02/07/1999,26/09/1999,,65,35,Hibisc,0
440,28,02/07/1999,26/09/1999,,65,35,Mangrv,0
440,28,02/07/1999,26/09/1999,,65,35,Morind,2
440,28,02/07/1999,26/09/1999,,65,35,NepMul,4
440,28,02/07/1999,26/09/1999,,65,35,Ochros,3
440,28,02/07/1999,26/09/1999,,65,35,OtherH,0
440,28,02/07/1999,26/09/1999,,65,35,OtherT,3
440,28,02/07/1999,26/09/1999,,65,35,PhyCas,2
440,28,02/07/1999,26/09/1999,,65,35,Pisoni,59
440,28,02/07/1999,26/09/1999,,65,35,QuiInd,0
440,28,02/07/1999,26/09/1999,,65,35,Scaevo,0
440,28,02/07/1999,26/09/1999,,65,35,TerCat,0
440,28,02/07/1999,26/09/1999,,65,35,Unclas,3
441,28,02/07/1999,26/09/1999,,65,37,AchAsp,2
441,28,02/07/1999,26/09/1999,,65,37,BoiBla,0
441,28,02/07/1999,26/09/1999,,65,37,CarPap,0
441,28,02/07/1999,26/09/1999,,65,37,CorSub,0
441,28,02/07/1999,26/09/1999,,65,37,Euphor,0
441,28,02/07/1999,26/09/1999,,65,37,Ficus,11
441,28,02/07/1999,26/09/1999,,65,37,GosHir,0
441,28,02/07/1999,26/09/1999,,65,37,Hibisc,0
441,28,02/07/1999,26/09/1999,,65,37,Mangrv,0
441,28,02/07/1999,26/09/1999,,65,37,Morind,16
441,28,02/07/1999,26/09/1999,,65,37,NepMul,8
441,28,02/07/1999,26/09/1999,,65,37,Ochros,12
441,28,02/07/1999,26/09/1999,,65,37,OtherH,2
441,28,02/07/1999,26/09/1999,,65,37,OtherT,1
441,28,02/07/1999,26/09/1999,,65,37,PhyCas,3
441,28,02/07/1999,26/09/1999,,65,37,Pisoni,47
441,28,02/07/1999,26/09/1999,,65,37,QuiInd,0
441,28,02/07/1999,26/09/1999,,65,37,Scaevo,0
441,28,02/07/1999,26/09/1999,,65,37,TerCat,0
441,28,02/07/1999,26/09/1999,,65,37,Unclas,7
442,28,02/07/1999,26/09/1999,,59,38,AchAsp,12
442,28,02/07/1999,26/09/1999,,59,38,BoiBla,0
442,28,02/07/1999,26/09/1999,,59,38,CarPap,0
442,28,02/07/1999,26/09/1999,,59,38,CorSub,0
442,28,02/07/1999,26/09/1999,,59,38,Euphor,0
442,28,02/07/1999,26/09/1999,,59,38,Ficus,7
442,28,02/07/1999,26/09/1999,,59,38,GosHir,0
442,28,02/07/1999,26/09/1999,,59,38,Hibisc,0
442,28,02/07/1999,26/09/1999,,59,38,Mangrv,0
442,28,02/07/1999,26/09/1999,,59,38,Morind,16
442,28,02/07/1999,26/09/1999,,59,38,NepMul,4
442,28,02/07/1999,26/09/1999,,59,38,Ochros,19
442,28,02/07/1999,26/09/1999,,59,38,OtherH,10
442,28,02/07/1999,26/09/1999,,59,38,OtherT,5
442,28,02/07/1999,26/09/1999,,59,38,PhyCas,0
442,28,02/07/1999,26/09/1999,,59,38,Pisoni,41
442,28,02/07/1999,26/09/1999,,59,38,QuiInd,0
442,28,02/07/1999,26/09/1999,,59,38,Scaevo,0
442,28,02/07/1999,26/09/1999,,59,38,TerCat,0
442,28,02/07/1999,26/09/1999,,59,38,Unclas,5
443,28,02/07/1999,26/09/1999,,57,40,AchAsp,3
443,28,02/07/1999,26/09/1999,,57,40,BoiBla,0
443,28,02/07/1999,26/09/1999,,57,40,CarPap,0
443,28,02/07/1999,26/09/1999,,57,40,CorSub,0
443,28,02/07/1999,26/09/1999,,57,40,Euphor,0
443,28,02/07/1999,26/09/1999,,57,40,Ficus,0
443,28,02/07/1999,26/09/1999,,57,40,GosHir,0
443,28,02/07/1999,26/09/1999,,57,40,Hibisc,0
443,28,02/07/1999,26/09/1999,,57,40,Mangrv,0
443,28,02/07/1999,26/09/1999,,57,40,Morind,1
443,28,02/07/1999,26/09/1999,,57,40,NepMul,0
443,28,02/07/1999,26/09/1999,,57,40,Ochros,2
443,28,02/07/1999,26/09/1999,,57,40,OtherH,10
443,28,02/07/1999,26/09/1999,,57,40,OtherT,11
443,28,02/07/1999,26/09/1999,,57,40,PhyCas,0
443,28,02/07/1999,26/09/1999,,57,40,Pisoni,15
443,28,02/07/1999,26/09/1999,,57,40,QuiInd,0
443,28,02/07/1999,26/09/1999,,57,40,Scaevo,1
443,28,02/07/1999,26/09/1999,,57,40,TerCat,0
443,28,02/07/1999,26/09/1999,,57,40,Unclas,9
444,28,02/07/1999,26/09/1999,,58,43,AchAsp,0
444,28,02/07/1999,26/09/1999,,58,43,BoiBla,0
444,28,02/07/1999,26/09/1999,,58,43,CarPap,0
444,28,02/07/1999,26/09/1999,,58,43,CorSub,0
444,28,02/07/1999,26/09/1999,,58,43,Euphor,0
444,28,02/07/1999,26/09/1999,,58,43,Ficus,0
444,28,02/07/1999,26/09/1999,,58,43,GosHir,0
444,28,02/07/1999,26/09/1999,,58,43,Hibisc,0
444,28,02/07/1999,26/09/1999,,58,43,Mangrv,0
444,28,02/07/1999,26/09/1999,,58,43,Morind,0
444,28,02/07/1999,26/09/1999,,58,43,NepMul,0
444,28,02/07/1999,26/09/1999,,58,43,Ochros,18
444,28,02/07/1999,26/09/1999,,58,43,OtherH,6
444,28,02/07/1999,26/09/1999,,58,43,OtherT,1
444,28,02/07/1999,26/09/1999,,58,43,PhyCas,0
444,28,02/07/1999,26/09/1999,,58,43,Pisoni,57
444,28,02/07/1999,26/09/1999,,58,43,QuiInd,0
444,28,02/07/1999,26/09/1999,,58,43,Scaevo,2
444,28,02/07/1999,26/09/1999,,58,43,TerCat,0
444,28,02/07/1999,26/09/1999,,58,43,Unclas,21
445,28,02/07/1999,26/09/1999,,60,42,AchAsp,0
445,28,02/07/1999,26/09/1999,,60,42,BoiBla,0
445,28,02/07/1999,26/09/1999,,60,42,CarPap,0
445,28,02/07/1999,26/09/1999,,60,42,CorSub,0
445,28,02/07/1999,26/09/1999,,60,42,Euphor,0
445,28,02/07/1999,26/09/1999,,60,42,Ficus,0
445,28,02/07/1999,26/09/1999,,60,42,GosHir,0
445,28,02/07/1999,26/09/1999,,60,42,Hibisc,0
445,28,02/07/1999,26/09/1999,,60,42,Mangrv,0
445,28,02/07/1999,26/09/1999,,60,42,Morind,0
445,28,02/07/1999,26/09/1999,,60,42,NepMul,0
445,28,02/07/1999,26/09/1999,,60,42,Ochros,18
445,28,02/07/1999,26/09/1999,,60,42,OtherH,6
445,28,02/07/1999,26/09/1999,,60,42,OtherT,1
445,28,02/07/1999,26/09/1999,,60,42,PhyCas,0
445,28,02/07/1999,26/09/1999,,60,42,Pisoni,57
445,28,02/07/1999,26/09/1999,,60,42,QuiInd,0
445,28,02/07/1999,26/09/1999,,60,42,Scaevo,2
445,28,02/07/1999,26/09/1999,,60,42,TerCat,0
445,28,02/07/1999,26/09/1999,,60,42,Unclas,21
446,28,02/07/1999,26/09/1999,,60,44,AchAsp,1
446,28,02/07/1999,26/09/1999,,60,44,BoiBla,0
446,28,02/07/1999,26/09/1999,,60,44,CarPap,0
446,28,02/07/1999,26/09/1999,,60,44,CorSub,0
446,28,02/07/1999,26/09/1999,,60,44,Euphor,0
446,28,02/07/1999,26/09/1999,,60,44,Ficus,0
446,28,02/07/1999,26/09/1999,,60,44,GosHir,0
446,28,02/07/1999,26/09/1999,,60,44,Hibisc,0
446,28,02/07/1999,26/09/1999,,60,44,Mangrv,0
446,28,02/07/1999,26/09/1999,,60,44,Morind,9
446,28,02/07/1999,26/09/1999,,60,44,NepMul,6
446,28,02/07/1999,26/09/1999,,60,44,Ochros,27
446,28,02/07/1999,26/09/1999,,60,44,OtherH,18
446,28,02/07/1999,26/09/1999,,60,44,OtherT,5
446,28,02/07/1999,26/09/1999,,60,44,PhyCas,1
446,28,02/07/1999,26/09/1999,,60,44,Pisoni,57
446,28,02/07/1999,26/09/1999,,60,44,QuiInd,0
446,28,02/07/1999,26/09/1999,,60,44,Scaevo,0
446,28,02/07/1999,26/09/1999,,60,44,TerCat,0
446,28,02/07/1999,26/09/1999,,60,44,Unclas,4
447,28,02/07/1999,26/09/1999,,60,45,AchAsp,2
447,28,02/07/1999,26/09/1999,,60,45,BoiBla,0
447,28,02/07/1999,26/09/1999,,60,45,CarPap,0
447,28,02/07/1999,26/09/1999,,60,45,CorSub,0
447,28,02/07/1999,26/09/1999,,60,45,Euphor,0
447,28,02/07/1999,26/09/1999,,60,45,Ficus,0
447,28,02/07/1999,26/09/1999,,60,45,GosHir,0
447,28,02/07/1999,26/09/1999,,60,45,Hibisc,0
447,28,02/07/1999,26/09/1999,,60,45,Mangrv,0
447,28,02/07/1999,26/09/1999,,60,45,Morind,1
447,28,02/07/1999,26/09/1999,,60,45,NepMul,2
447,28,02/07/1999,26/09/1999,,60,45,Ochros,6
447,28,02/07/1999,26/09/1999,,60,45,OtherH,12
447,28,02/07/1999,26/09/1999,,60,45,OtherT,2
447,28,02/07/1999,26/09/1999,,60,45,PhyCas,0
447,28,02/07/1999,26/09/1999,,60,45,Pisoni,58
447,28,02/07/1999,26/09/1999,,60,45,QuiInd,0
447,28,02/07/1999,26/09/1999,,60,45,Scaevo,1
447,28,02/07/1999,26/09/1999,,60,45,TerCat,0
447,28,02/07/1999,26/09/1999,,60,45,Unclas,24
448,28,02/07/1999,26/09/1999,,61,47,AchAsp,0
448,28,02/07/1999,26/09/1999,,61,47,BoiBla,0
448,28,02/07/1999,26/09/1999,,61,47,CarPap,0
448,28,02/07/1999,26/09/1999,,61,47,CorSub,0
448,28,02/07/1999,26/09/1999,,61,47,Euphor,0
448,28,02/07/1999,26/09/1999,,61,47,Ficus,0
448,28,02/07/1999,26/09/1999,,61,47,GosHir,0
448,28,02/07/1999,26/09/1999,,61,47,Hibisc,0
448,28,02/07/1999,26/09/1999,,61,47,Mangrv,0
448,28,02/07/1999,26/09/1999,,61,47,Morind,7
448,28,02/07/1999,26/09/1999,,61,47,NepMul,14
448,28,02/07/1999,26/09/1999,,61,47,Ochros,1
448,28,02/07/1999,26/09/1999,,61,47,OtherH,17
448,28,02/07/1999,26/09/1999,,61,47,OtherT,1
448,28,02/07/1999,26/09/1999,,61,47,PhyCas,0
448,28,02/07/1999,26/09/1999,,61,47,Pisoni,66
448,28,02/07/1999,26/09/1999,,61,47,QuiInd,0
448,28,02/07/1999,26/09/1999,,61,47,Scaevo,0
448,28,02/07/1999,26/09/1999,,61,47,TerCat,0
448,28,02/07/1999,26/09/1999,,61,47,Unclas,4
449,28,02/07/1999,26/09/1999,,58,48,AchAsp,7
449,28,02/07/1999,26/09/1999,,58,48,BoiBla,0
449,28,02/07/1999,26/09/1999,,58,48,CarPap,0
449,28,02/07/1999,26/09/1999,,58,48,CorSub,0
449,28,02/07/1999,26/09/1999,,58,48,Euphor,0
449,28,02/07/1999,26/09/1999,,58,48,Ficus,1
449,28,02/07/1999,26/09/1999,,58,48,GosHir,0
449,28,02/07/1999,26/09/1999,,58,48,Hibisc,0
449,28,02/07/1999,26/09/1999,,58,48,Mangrv,0
449,28,02/07/1999,26/09/1999,,58,48,Morind,5
449,28,02/07/1999,26/09/1999,,58,48,NepMul,8
449,28,02/07/1999,26/09/1999,,58,48,Ochros,4
449,28,02/07/1999,26/09/1999,,58,48,OtherH,23
449,28,02/07/1999,26/09/1999,,58,48,OtherT,0
449,28,02/07/1999,26/09/1999,,58,48,PhyCas,0
449,28,02/07/1999,26/09/1999,,58,48,Pisoni,46
449,28,02/07/1999,26/09/1999,,58,48,QuiInd,0
449,28,02/07/1999,26/09/1999,,58,48,Scaevo,0
449,28,02/07/1999,26/09/1999,,58,48,TerCat,0
449,28,02/07/1999,26/09/1999,,58,48,Unclas,1
450,28,02/07/1999,26/09/1999,,61,49,AchAsp,0
450,28,02/07/1999,26/09/1999,,61,49,BoiBla,0
450,28,02/07/1999,26/09/1999,,61,49,CarPap,0
450,28,02/07/1999,26/09/1999,,61,49,CorSub,0
450,28,02/07/1999,26/09/1999,,61,49,Euphor,0
450,28,02/07/1999,26/09/1999,,61,49,Ficus,1
450,28,02/07/1999,26/09/1999,,61,49,GosHir,0
450,28,02/07/1999,26/09/1999,,61,49,Hibisc,0
450,28,02/07/1999,26/09/1999,,61,49,Mangrv,0
450,28,02/07/1999,26/09/1999,,61,49,Morind,13
450,28,02/07/1999,26/09/1999,,61,49,NepMul,8
450,28,02/07/1999,26/09/1999,,61,49,Ochros,15
450,28,02/07/1999,26/09/1999,,61,49,OtherH,25
450,28,02/07/1999,26/09/1999,,61,49,OtherT,2
450,28,02/07/1999,26/09/1999,,61,49,PhyCas,0
450,28,02/07/1999,26/09/1999,,61,49,Pisoni,49
450,28,02/07/1999,26/09/1999,,61,49,QuiInd,0
450,28,02/07/1999,26/09/1999,,61,49,Scaevo,0
450,28,02/07/1999,26/09/1999,,61,49,TerCat,0
450,28,02/07/1999,26/09/1999,,61,49,Unclas,4
451,28,02/07/1999,26/09/1999,,61,51,AchAsp,0
451,28,02/07/1999,26/09/1999,,61,51,BoiBla,0
451,28,02/07/1999,26/09/1999,,61,51,CarPap,0
451,28,02/07/1999,26/09/1999,,61,51,CorSub,0
451,28,02/07/1999,26/09/1999,,61,51,Euphor,0
451,28,02/07/1999,26/09/1999,,61,51,Ficus,4
451,28,02/07/1999,26/09/1999,,61,51,GosHir,0
451,28,02/07/1999,26/09/1999,,61,51,Hibisc,0
451,28,02/07/1999,26/09/1999,,61,51,Mangrv,0
451,28,02/07/1999,26/09/1999,,61,51,Morind,6
451,28,02/07/1999,26/09/1999,,61,51,NepMul,1
451,28,02/07/1999,26/09/1999,,61,51,Ochros,11
451,28,02/07/1999,26/09/1999,,61,51,OtherH,42
451,28,02/07/1999,26/09/1999,,61,51,OtherT,1
451,28,02/07/1999,26/09/1999,,61,51,PhyCas,0
451,28,02/07/1999,26/09/1999,,61,51,Pisoni,66
451,28,02/07/1999,26/09/1999,,61,51,QuiInd,0
451,28,02/07/1999,26/09/1999,,61,51,Scaevo,0
451,28,02/07/1999,26/09/1999,,61,51,TerCat,0
451,28,02/07/1999,26/09/1999,,61,51,Unclas,3
452,28,02/07/1999,26/09/1999,,60,52,AchAsp,0
452,28,02/07/1999,26/09/1999,,60,52,BoiBla,0
452,28,02/07/1999,26/09/1999,,60,52,CarPap,0
452,28,02/07/1999,26/09/1999,,60,52,CorSub,0
452,28,02/07/1999,26/09/1999,,60,52,Euphor,0
452,28,02/07/1999,26/09/1999,,60,52,Ficus,1
452,28,02/07/1999,26/09/1999,,60,52,GosHir,0
452,28,02/07/1999,26/09/1999,,60,52,Hibisc,0
452,28,02/07/1999,26/09/1999,,60,52,Mangrv,0
452,28,02/07/1999,26/09/1999,,60,52,Morind,0
452,28,02/07/1999,26/09/1999,,60,52,NepMul,0
452,28,02/07/1999,26/09/1999,,60,52,Ochros,19
452,28,02/07/1999,26/09/1999,,60,52,OtherH,8
452,28,02/07/1999,26/09/1999,,60,52,OtherT,2
452,28,02/07/1999,26/09/1999,,60,52,PhyCas,0
452,28,02/07/1999,26/09/1999,,60,52,Pisoni,68
452,28,02/07/1999,26/09/1999,,60,52,QuiInd,0
452,28,02/07/1999,26/09/1999,,60,52,Scaevo,3
452,28,02/07/1999,26/09/1999,,60,52,TerCat,0
452,28,02/07/1999,26/09/1999,,60,52,Unclas,13
453,28,02/07/1999,26/09/1999,,60,53,AchAsp,0
453,28,02/07/1999,26/09/1999,,60,53,BoiBla,0
453,28,02/07/1999,26/09/1999,,60,53,CarPap,0
453,28,02/07/1999,26/09/1999,,60,53,CorSub,0
453,28,02/07/1999,26/09/1999,,60,53,Euphor,0
453,28,02/07/1999,26/09/1999,,60,53,Ficus,0
453,28,02/07/1999,26/09/1999,,60,53,GosHir,0
453,28,02/07/1999,26/09/1999,,60,53,Hibisc,0
453,28,02/07/1999,26/09/1999,,60,53,Mangrv,0
453,28,02/07/1999,26/09/1999,,60,53,Morind,0
453,28,02/07/1999,26/09/1999,,60,53,NepMul,0
453,28,02/07/1999,26/09/1999,,60,53,Ochros,9
453,28,02/07/1999,26/09/1999,,60,53,OtherH,6
453,28,02/07/1999,26/09/1999,,60,53,OtherT,2
453,28,02/07/1999,26/09/1999,,60,53,PhyCas,0
453,28,02/07/1999,26/09/1999,,60,53,Pisoni,88
453,28,02/07/1999,26/09/1999,,60,53,QuiInd,0
453,28,02/07/1999,26/09/1999,,60,53,Scaevo,2
453,28,02/07/1999,26/09/1999,,60,53,TerCat,0
453,28,02/07/1999,26/09/1999,,60,53,Unclas,28
454,28,02/07/1999,26/09/1999,,60,54,AchAsp,1
454,28,02/07/1999,26/09/1999,,60,54,BoiBla,0
454,28,02/07/1999,26/09/1999,,60,54,CarPap,0
454,28,02/07/1999,26/09/1999,,60,54,CorSub,0
454,28,02/07/1999,26/09/1999,,60,54,Euphor,0
454,28,02/07/1999,26/09/1999,,60,54,Ficus,11
454,28,02/07/1999,26/09/1999,,60,54,GosHir,0
454,28,02/07/1999,26/09/1999,,60,54,Hibisc,0
454,28,02/07/1999,26/09/1999,,60,54,Mangrv,0
454,28,02/07/1999,26/09/1999,,60,54,Morind,9
454,28,02/07/1999,26/09/1999,,60,54,NepMul,0
454,28,02/07/1999,26/09/1999,,60,54,Ochros,9
454,28,02/07/1999,26/09/1999,,60,54,OtherH,18
454,28,02/07/1999,26/09/1999,,60,54,OtherT,3
454,28,02/07/1999,26/09/1999,,60,54,PhyCas,0
454,28,02/07/1999,26/09/1999,,60,54,Pisoni,43
454,28,02/07/1999,26/09/1999,,60,54,QuiInd,0
454,28,02/07/1999,26/09/1999,,60,54,Scaevo,10
454,28,02/07/1999,26/09/1999,,60,54,TerCat,0
454,28,02/07/1999,26/09/1999,,60,54,Unclas,3
455,28,02/07/1999,26/09/1999,,61,55,AchAsp,1
455,28,02/07/1999,26/09/1999,,61,55,BoiBla,0
455,28,02/07/1999,26/09/1999,,61,55,CarPap,0
455,28,02/07/1999,26/09/1999,,61,55,CorSub,0
455,28,02/07/1999,26/09/1999,,61,55,Euphor,0
455,28,02/07/1999,26/09/1999,,61,55,Ficus,3
455,28,02/07/1999,26/09/1999,,61,55,GosHir,0
455,28,02/07/1999,26/09/1999,,61,55,Hibisc,0
455,28,02/07/1999,26/09/1999,,61,55,Mangrv,0
455,28,02/07/1999,26/09/1999,,61,55,Morind,11
455,28,02/07/1999,26/09/1999,,61,55,NepMul,2
455,28,02/07/1999,26/09/1999,,61,55,Ochros,1
455,28,02/07/1999,26/09/1999,,61,55,OtherH,40
455,28,02/07/1999,26/09/1999,,61,55,OtherT,0
455,28,02/07/1999,26/09/1999,,61,55,PhyCas,0
455,28,02/07/1999,26/09/1999,,61,55,Pisoni,65
455,28,02/07/1999,26/09/1999,,61,55,QuiInd,0
455,28,02/07/1999,26/09/1999,,61,55,Scaevo,0
455,28,02/07/1999,26/09/1999,,61,55,TerCat,0
455,28,02/07/1999,26/09/1999,,61,55,Unclas,4
456,28,02/07/1999,26/09/1999,,60,57,AchAsp,0
456,28,02/07/1999,26/09/1999,,60,57,BoiBla,0
456,28,02/07/1999,26/09/1999,,60,57,CarPap,0
456,28,02/07/1999,26/09/1999,,60,57,CorSub,0
456,28,02/07/1999,26/09/1999,,60,57,Euphor,0
456,28,02/07/1999,26/09/1999,,60,57,Ficus,11
456,28,02/07/1999,26/09/1999,,60,57,GosHir,0
456,28,02/07/1999,26/09/1999,,60,57,Hibisc,0
456,28,02/07/1999,26/09/1999,,60,57,Mangrv,0
456,28,02/07/1999,26/09/1999,,60,57,Morind,0
456,28,02/07/1999,26/09/1999,,60,57,NepMul,0
456,28,02/07/1999,26/09/1999,,60,57,Ochros,15
456,28,02/07/1999,26/09/1999,,60,57,OtherH,13
456,28,02/07/1999,26/09/1999,,60,57,OtherT,0
456,28,02/07/1999,26/09/1999,,60,57,PhyCas,0
456,28,02/07/1999,26/09/1999,,60,57,Pisoni,54
456,28,02/07/1999,26/09/1999,,60,57,QuiInd,0
456,28,02/07/1999,26/09/1999,,60,57,Scaevo,3
456,28,02/07/1999,26/09/1999,,60,57,TerCat,0
456,28,02/07/1999,26/09/1999,,60,57,Unclas,4
457,28,02/07/1999,26/09/1999,,66,59,AchAsp,0
457,28,02/07/1999,26/09/1999,,66,59,BoiBla,0
457,28,02/07/1999,26/09/1999,,66,59,CarPap,0
457,28,02/07/1999,26/09/1999,,66,59,CorSub,0
457,28,02/07/1999,26/09/1999,,66,59,Euphor,0
457,28,02/07/1999,26/09/1999,,66,59,Ficus,11
457,28,02/07/1999,26/09/1999,,66,59,GosHir,0
457,28,02/07/1999,26/09/1999,,66,59,Hibisc,0
457,28,02/07/1999,26/09/1999,,66,59,Mangrv,0
457,28,02/07/1999,26/09/1999,,66,59,Morind,0
457,28,02/07/1999,26/09/1999,,66,59,NepMul,0
457,28,02/07/1999,26/09/1999,,66,59,Ochros,15
457,28,02/07/1999,26/09/1999,,66,59,OtherH,13
457,28,02/07/1999,26/09/1999,,66,59,OtherT,0
457,28,02/07/1999,26/09/1999,,66,59,PhyCas,0
457,28,02/07/1999,26/09/1999,,66,59,Pisoni,54
457,28,02/07/1999,26/09/1999,,66,59,QuiInd,0
457,28,02/07/1999,26/09/1999,,66,59,Scaevo,3
457,28,02/07/1999,26/09/1999,,66,59,TerCat,0
457,28,02/07/1999,26/09/1999,,66,59,Unclas,4
458,28,02/07/1999,26/09/1999,,60,56,AchAsp,0
458,28,02/07/1999,26/09/1999,,60,56,BoiBla,0
458,28,02/07/1999,26/09/1999,,60,56,CarPap,0
458,28,02/07/1999,26/09/1999,,60,56,CorSub,0
458,28,02/07/1999,26/09/1999,,60,56,Euphor,0
458,28,02/07/1999,26/09/1999,,60,56,Ficus,11
458,28,02/07/1999,26/09/1999,,60,56,GosHir,0
458,28,02/07/1999,26/09/1999,,60,56,Hibisc,0
458,28,02/07/1999,26/09/1999,,60,56,Mangrv,0
458,28,02/07/1999,26/09/1999,,60,56,Morind,0
458,28,02/07/1999,26/09/1999,,60,56,NepMul,0
458,28,02/07/1999,26/09/1999,,60,56,Ochros,15
458,28,02/07/1999,26/09/1999,,60,56,OtherH,13
458,28,02/07/1999,26/09/1999,,60,56,OtherT,0
458,28,02/07/1999,26/09/1999,,60,56,PhyCas,0
458,28,02/07/1999,26/09/1999,,60,56,Pisoni,54
458,28,02/07/1999,26/09/1999,,60,56,QuiInd,0
458,28,02/07/1999,26/09/1999,,60,56,Scaevo,3
458,28,02/07/1999,26/09/1999,,60,56,TerCat,0
458,28,02/07/1999,26/09/1999,,60,56,Unclas,4
459,28,02/07/1999,26/09/1999,,61,60,AchAsp,0
459,28,02/07/1999,26/09/1999,,61,60,BoiBla,0
459,28,02/07/1999,26/09/1999,,61,60,CarPap,0
459,28,02/07/1999,26/09/1999,,61,60,CorSub,0
459,28,02/07/1999,26/09/1999,,61,60,Euphor,0
459,28,02/07/1999,26/09/1999,,61,60,Ficus,0
459,28,02/07/1999,26/09/1999,,61,60,GosHir,0
459,28,02/07/1999,26/09/1999,,61,60,Hibisc,0
459,28,02/07/1999,26/09/1999,,61,60,Mangrv,0
459,28,02/07/1999,26/09/1999,,61,60,Morind,2
459,28,02/07/1999,26/09/1999,,61,60,NepMul,0
459,28,02/07/1999,26/09/1999,,61,60,Ochros,10
459,28,02/07/1999,26/09/1999,,61,60,OtherH,21
459,28,02/07/1999,26/09/1999,,61,60,OtherT,1
459,28,02/07/1999,26/09/1999,,61,60,PhyCas,0
459,28,02/07/1999,26/09/1999,,61,60,Pisoni,53
459,28,02/07/1999,26/09/1999,,61,60,QuiInd,0
459,28,02/07/1999,26/09/1999,,61,60,Scaevo,4
459,28,02/07/1999,26/09/1999,,61,60,TerCat,0
459,28,02/07/1999,26/09/1999,,61,60,Unclas,1
460,28,02/07/1999,26/09/1999,,66,61,AchAsp,0
460,28,02/07/1999,26/09/1999,,66,61,BoiBla,0
460,28,02/07/1999,26/09/1999,,66,61,CarPap,0
460,28,02/07/1999,26/09/1999,,66,61,CorSub,0
460,28,02/07/1999,26/09/1999,,66,61,Euphor,0
460,28,02/07/1999,26/09/1999,,66,61,Ficus,0
460,28,02/07/1999,26/09/1999,,66,61,GosHir,0
460,28,02/07/1999,26/09/1999,,66,61,Hibisc,0
460,28,02/07/1999,26/09/1999,,66,61,Mangrv,0
460,28,02/07/1999,26/09/1999,,66,61,Morind,10
460,28,02/07/1999,26/09/1999,,66,61,NepMul,4
460,28,02/07/1999,26/09/1999,,66,61,Ochros,6
460,28,02/07/1999,26/09/1999,,66,61,OtherH,32
460,28,02/07/1999,26/09/1999,,66,61,OtherT,5
460,28,02/07/1999,26/09/1999,,66,61,PhyCas,0
