CalculationMethod,Island,Year,TerritoryID,TerritoryNumber,FieldPeriodID,Pisoni,Morind,Ficus,Ochros,AchAsp,PhyCas,Hibisc,QuiInd,Mangrv,CarPap,Scaevo,CorSub,TerCat,BoiBla,GosHir,Euphor,NepMul,OtherH,OtherT,SumVeg_X_Inverts,TQ,TQcorrected
Improved,CN,1997,120,82.3,22,0.201005025,0.173913043,0.234636872,0,0,0,,,0,,0,,,,0,1.731428571,0.080228571,0.63285,0.2995,3.353562083,5724.530476,5724.530476
Improved,CN,1997,121,83,22,0.201005025,0.173913043,0.234636872,0,0,0,,,0,,0,,,,0,1.731428571,0.080228571,0.63285,0.2995,3.353562083,13172.79186,13172.79186
Improved,CN,1997,123,84,22,0.326633166,1.043478261,1.384357542,0.73392795,0,0,,,0,,0,,,,0,0.554142857,0.669394286,0.83539,16.65636,22.20368406,45650.77443,45650.77443
Improved,CN,1997,124,84.1,22,0.326633166,1.043478261,1.384357542,0.73392795,0,0,,,0,,0,,,,0,0.554142857,0.669394286,0.83539,16.65636,22.20368406,27266.12403,27266.12403
Improved,CN,1997,125,85,22,9.271356784,0,0,0,0,0,,,0,,0,,,,0,0.415571429,0.169338776,0.9004,12.17925,22.93591699,69289.40522,69289.40522
Improved,CN,1997,126,86,22,7.577889447,0.405797101,18.48044693,5.109167702,3.973882353,0,,,0,,0,,,,0,0,0,14.5656,16.86918333,66.98196686,177502.2122,177502.2122
Improved,CN,1997,127,87,22,7.286432161,0,27.72067039,0,0,0,,,0,,0,,,,0,0,0,19.4208,0,54.42790255,122517.2086,122517.2086
Improved,CN,1997,128,87.1,22,7.577889447,0.405797101,18.48044693,5.109167702,3.973882353,0,,,0,,0,,,,0,0,0,14.5656,16.86918333,66.98196686,,
Improved,CN,1997,129,88,22,6.703517588,0.304347826,0,0,0,0,,,0,,0,,,,0,0.602571429,0.454563265,3.2368,12.04941667,23.35121677,82686.6586,82686.6586
Improved,CN,1997,130,88.1,22,20.75376884,0.434782609,4.860335196,0,0,0,,,0,,0,,,,0,0,0.357959184,6.985,2.28285,35.67469583,85048.47486,85048.47486
Improved,CN,1997,132,90,22,5.979899497,0,11.66480447,0,0,0,,,0,,0,,,,0,5.638285714,0.42955102,1.27,9.1314,34.1139407,91971.18413,91971.18413
Improved,CN,1997,134,92,22,1.582914573,0.608695652,5.773743017,0,0,0,,,0,,0,,,,0,5.361428571,0.28276898,0.4804775,6.524071667,20.61409996,45186.10711,45186.10711
Improved,CN,1997,135,92.1,22,4.924623116,2.130434783,0,0,0,0,,,0,,0,,,,0,0.893571429,0,0.960955,4.014813333,12.92439766,20666.11186,20666.11186
Improved,CN,1997,137,93,22,2.477386935,0,55.44134078,0,0,0,,,0,,0,,,,0,4.418857143,1.363689796,3.2368,28.9186,95.85667466,329075.9641,329075.9641
Improved,CN,1997,138,94,22,7.035175879,0.608695652,1.154748603,0,0,0,,,0,,0,,,,0,1.787142857,0,0,1.003703333,11.58946633,23178.93265,23178.93265
Improved,CN,1997,139,94.1,22,4.572864322,0,0,0,1.701220588,0,,,5.8840523,,0.201549296,,,,0.510684843,0,0,0.960955,4.014813333,17.84613968,25716.28728,25716.28728
Improved,CN,1997,141,95,22,15.75879397,0,0,0,0,0,,,1.0311312,,0.345802817,,,,0,0,0,0.7816,9.841533333,27.75886132,60791.90629,60791.90629
Improved,CN,1997,144,96,22,8.090452261,0.608695652,0,0,0,0,,,8.23767322,,0,,,,0,0,0,0,4.014813333,20.95163447,39410.02443,39410.02443
Improved,CN,1997,147,97.1,22,2.572864322,0,0,0,0,0,,,9.7957464,,0.086450704,,,,0,0,0,0,6.3267,18.78176143,89326.05734,89326.05734
Improved,CN,1997,148,98,22,2.572864322,0,0,0,0,0,,,9.7957464,,0.086450704,,,,0,0,0,0,6.3267,18.78176143,,
Improved,CN,1997,155,101.1,22,12.22110553,0.637681159,0.201117318,0,0,0,,,2.8356108,,0,,,,0,0,0.032930612,0,4.2178,20.14624542,46920.60558,46920.60558
Improved,CN,1997,157,102,22,8.793969849,1.826086957,4.618994413,0,0,0,,,0,,0,,,,0,4.765714286,0.235640816,0.4804775,3.01111,23.73199382,35052.15487,35052.15487
Improved,CN,1997,159,103.1,22,13.50753769,0,0.703910615,0,0,0,,,0.5155656,,0,,,,0,0,0.065861224,0,1.05445,15.84732513,24452.42267,24452.42267
Improved,CN,1997,160,104,22,2.638190955,0.304347826,4.041620112,0,0,0,,,0,,0,,,,0,6.850714286,0.471281633,0,9.03333,23.33948481,35452.67743,35452.67743
Improved,CN,1997,162,104.2,22,2.638190955,0.304347826,4.041620112,0,0,0,,,0,,0,,,,0,6.850714286,0.471281633,0,9.03333,23.33948481,44765.13187,44765.13187
Improved,CN,1997,164,107,22,10.55276382,0,0.972067039,0,0,0,,,0,,0,,,,0,0,1.002285714,0,22.8285,35.35561657,93162.04967,93162.04967
Improved,CN,1997,165,108,22,10.55276382,0.652173913,5.832402235,0,0,0,,,0,,0,,,,0,1.537714286,0.644326531,0,7.6095,26.82888078,71472.13841,71472.13841
Improved,CN,1997,166,109,22,7.185929648,1.565217391,2.768715084,3.669639752,0,0,,,0,,0,,,,0,0,0.074377143,3.34156,5.15554,23.76097902,66792.11202,66792.11202
Improved,CN,1997,167,110,22,0.804020101,0.260869565,0.033519553,0,0,0.223263158,,,0,,0,,,,0,0.173142857,0.008914286,1.6876,1.447583333,4.638912853,17317.06168,17317.06168
Improved,CN,1997,168,111,22,6.532663317,1.565217391,0.461452514,6.78883354,0,0.394726316,,,0,,0,,,,0,0.277071429,0.074377143,3.34156,11.50082,30.93672165,125634.0266,125634.0266
Improved,CN,1997,169,112,22,12.8241206,0,0,0,0,0,,,0,,0,,,,0,0.533357143,2.861701224,0,50.5687,66.78787897,70594.78807,70594.78807
Improved,CN,1997,171,114,22,35.82914573,5.449275362,0,2.902419876,0,0,,,0,,0,,,,0,0,0.205057959,4.91632,1.453286667,50.75550559,114352.1541,114352.1541
Improved,CN,1997,172,123,22,6.633165829,0,4.669553073,0,0,0,,,0,,0,,,,0,0,3.338651429,0,75.85305,90.49442033,181622.3016,181622.3016
Improved,CN,1997,173,116,22,5.226130653,1.043478261,2.999441341,4.954013665,0,0.098681579,,,0,,0,,,,0,0,0.297508571,0,17.8461,32.46535407,48730.49646,48730.49646
Improved,CN,1998,1,1,23,10.83417085,1.043478261,0,1.027428571,0.470529412,0,,,0,,0,,,,0,0,0,7.0218,3.01325,23.4106571,59743.99691,59743.99691
Improved,CN,1998,1,1,25,6.566164154,0.314009662,0,0,0,0,,,0,,0.164323944,,,,0,0,0,8.312645,0.329765,15.68690776,31813.04894,31813.04894
Improved,CN,1998,2,1.1,23,8.125628141,1.043478261,0,2.054857143,0.941058824,0,,,0,,0.067943662,,,,0,0,0,11.703,1.004416667,24.9403827,47686.01172,47686.01172
Improved,CN,1998,2,1.1,25,4.221105528,0.628019324,0,0.735909938,1.097536765,0,,,0,,0.164323944,,,,0.255758933,0,0,6.801255,4.946475,18.85038443,37587.66655,37587.66655
Improved,CN,1998,3,2,23,29.35175879,6.231884058,3.011173184,0.896310559,0,0.124921053,,,0,,0,,,,0,0,0,6.531,0.608783333,46.75583098,113523.1576,113523.1576
Improved,CN,1998,3,2,25,15.18257956,5.338164251,0.860335196,0.215097308,0,0,,,0,,0,,,,0,0,0.085365986,6.786,0.454772222,28.92231453,71264.583,71264.583
Improved,CN,1998,4,3,23,22.88442211,3.427536232,0.860335196,0,0,0,,,0,,0,,,,0,0.301321429,0.05722449,21.22575,3.6527,52.40928946,,
Improved,CN,1998,4,3,25,12.42211055,4.082125604,2.294227188,5.592530021,0,0.105877193,,,0,,0,,,,0,0,0.170731973,27.5964,4.09295,56.35695253,86902.4208,86902.4208
Improved,CN,1998,5,3.1,23,15.26633166,2.086956522,0,0.513714286,0,0,,,0,,0,,,,0,0,0,9.3624,0,27.22940247,101620.13,101620.13
Improved,CN,1998,5,3.1,25,7.504187605,1.256038647,0,1.177455901,0,0,,,0,,0,,,,0,0,0.03088,13.2246625,0.989295,24.18251965,55257.05741,55257.05741
Improved,CN,1998,7,4,23,10.09547739,0,0,3.596,0.470529412,0,,,0,,0,,,,0,0,0,0,1.004416667,15.16642347,0,0
Improved,CN,1998,7,4,25,9.380234506,2.512077295,0.15726257,1.324637888,0,0,,,0,,0,,,,0,0,0.03088,4.1563225,2.967885,20.52929976,25538.4489,25538.4489
Improved,CN,1998,8,5,23,10.34170854,8.347826087,0,3.596,0,0,,,0,,0,,,,0,0,0.189159184,17.9446,3.01325,43.43254381,127517.9486,127517.9486
Improved,CN,1998,8,5,25,9.380234506,2.512077295,0.15726257,1.324637888,0,0,,,0,,0,,,,0,0,0.03088,4.1563225,0,17.56141476,32084.70476,32084.70476
Improved,CN,1998,9,6,23,19.89949749,1.246376812,0,1.195080745,0.323323529,0,,,0,,0,,,,0,0,0.400571429,6.531,0.608783333,30.20463334,86264.43281,86264.43281
Improved,CN,1998,9,6,25,6.901172529,3.768115942,0.573556797,5.592530021,0,0,,,0,,0,,,,0,0,0.213414966,28.5012,4.547722222,50.09771248,168178.0208,168178.0208
Improved,CN,1998,12,7,23,13.29648241,3.130434783,1.888268156,4.623428571,0.470529412,0.173842105,,,0,,0.022647887,,,,1.091068759,0,0.094579592,13.2634,4.017666667,42.07234834,82209.36866,82209.36866
Improved,CN,1998,12,7,25,7.035175879,0.628019324,1.258100559,2.207729814,0,0,,,0,,0.082161972,,,,0,0,0.03088,12.846815,2.63812,26.72700255,44447.00524,44447.00524
Improved,CN,1998,13,8,23,8.864321608,8.347826087,0,0,0.470529412,0,,,0,,0,,,,0,0,0,3.901,18.0795,39.66317711,112246.7912,112246.7912
Improved,CN,1998,13,8,25,3.51758794,0,0,0.58872795,0.439014706,0,,,0,,0.164323944,,,,0,0,0,1.1335425,9.23342,15.07661704,31615.66593,31615.66593
Improved,CN,1998,14,9,23,12.66331658,8.768115942,0,2.811031056,0,0,,,0,,0,,,,0,0,0.86277551,8.428,2.822466667,36.35570576,122882.2855,122882.2855
Improved,CN,1998,14,9,25,16.40871022,2.874396135,0,0.348024845,0,0,,,0,,0,,,,0,0,0.390971429,8.9606,0.7583,29.74100263,101357.337,101357.337
Improved,CN,1998,15,10,23,6.40201005,1.043478261,0,1.541142857,1.411588235,0,,,0,,0.022647887,,,,2.182137517,0,0,4.6812,22.09716667,39.38137147,63167.71985,63167.71985
Improved,CN,1998,15,10,25,3.51758794,0.314009662,0,2.207729814,2.195073529,0,,,0,,0.164323944,,,,1.023035731,0,0,10.9575775,9.23342,29.61275812,46610.48128,46610.48128
Improved,CN,1998,16,11,23,12.86432161,3.985507246,0.581005587,4.216546584,1.796764706,0.410684211,,,0,,0,,,,0,0,0.464571429,3.612,2.11685,30.04825137,90835.86389,90835.86389
Improved,CN,1998,16,11,25,15.08542714,3.695652174,0,4.698335404,0.237882353,0.096526316,,,0,,0,,,,0,0,0.213257143,7.3314,1.89575,33.25423052,76517.98444,76517.98444
Improved,CN,1998,17,12,23,12.86432161,3.985507246,0.581005587,4.216546584,1.796764706,0.410684211,,,0,,0,,,,0,0,0.464571429,3.612,2.11685,30.04825137,,
Improved,CN,1998,17,12,25,15.08542714,3.695652174,0,4.698335404,0.237882353,0.096526316,,,0,,0,,,,0,0,0.213257143,7.3314,1.89575,33.25423052,,
Improved,CN,1998,20,15,23,24.37688442,6.231884058,0.860335196,0.597540373,0,0,,,0,,0,,,,0,0,0,9.7965,1.82635,43.68949405,106777.1235,106777.1235
Improved,CN,1998,20,15,25,15.18257956,3.140096618,0.286778399,0,0,0.211754386,,,0,,0,,,,0,0,0.170731973,17.6436,0,36.63554094,99428.85811,99428.85811
Improved,CN,1998,22,16,23,31.83919598,4.673913043,0.430167598,0.597540373,0,0.124921053,,,0,,0,,,,0,0,0.05722449,7.6195,2.435133333,47.77759587,108025.1443,108025.1443
Improved,CN,1998,22,16,25,20.01340034,3.768115942,0.573556797,1.075486542,0,0.105877193,,,0,,0,,,,0,0,0.085365986,5.8812,2.273861111,33.77686391,76572.15048,76572.15048
Improved,CN,1998,23,17,23,25.86934673,4.673913043,0,0.298770186,0,0,,,0,,0,,,,0,0,0.05722449,4.354,1.82635,37.07960445,76383.98517,76383.98517
Improved,CN,1998,23,17,25,13.80234506,10.04830918,0.573556797,1.075486542,1.330098039,0,,,0,,0,,,,0,0.604952381,0,5.4288,1.364316667,34.22786466,72665.75668,72665.75668
Improved,CN,1998,24,18,23,32.83417085,0.934782609,0.860335196,0.896310559,0.969970588,0.249842105,,,0,,0,,,,0,0,0,2.177,7.914183333,46.83659524,91378.19732,91378.19732
Improved,CN,1998,24,18,25,22.08375209,1.884057971,0,0.860389234,1.596117647,0,,,0,,0,,,,0,0,0,1.3572,5.457266667,33.23878361,94630.81694,94630.81694
Improved,CN,1998,25,19,23,41.29145729,0.311594203,0,0,0.323323529,0.499684211,,,0,,0,,,,0,0,0.343346939,5.98675,1.217566667,49.97372283,109842.2428,109842.2428
Improved,CN,1998,25,19,25,23.80904523,0.942028986,0.286778399,0.215097308,0.266019608,0.317631579,,,0,,0,,,,0,0,0.341463946,10.4052,1.364316667,37.94758172,91112.1437,91112.1437
Improved,CN,1998,26,20,23,37.31155779,3.115942029,0,0.298770186,0,0,,,0,,0,,,,0,0,0.286122449,5.4425,3.043916667,49.49880912,167454.4713,167454.4713
Improved,CN,1998,26,20,25,16.21775544,1.256038647,0.573556797,2.79626501,0,0.529385965,,,0,,0,,,,0,0,0.256097959,9.5004,0,31.12949982,98462.60794,98462.60794
Improved,CN,1998,27,21,23,12.66331658,0,0,2.108273292,0.718705882,0.821368421,,,0,,0,,,,0,0,0.331836735,2.408,2.11685,21.16835091,57768.42964,57768.42964
Improved,CN,1998,27,21,25,12.43886097,2.053140097,0.297951583,1.044074534,0.237882353,0.772210526,,,0,,0,,,,0,0,0.142171429,6.1095,2.65405,25.74984149,79180.76259,79180.76259
Improved,CN,1998,28,22,23,7.035175879,0,1.162011173,0.351378882,4.671588235,0.684473684,,,0,,0,,,,0,0,0.464571429,2.408,0.705616667,17.48281595,67553.60083,67553.60083
Improved,CN,1998,28,22,25,13.76214405,3.285024155,0,0.522037267,1.903058824,0.386105263,,,0,,0,,,,0.297004552,0,0.2488,3.6657,0.7583,24.82817411,50699.13154,50699.13154
Improved,CN,1998,30,23,23,9.849246231,0.797101449,0,2.811031056,2.874823529,0.136894737,,,0,,0,,,,0,0,0.265469388,6.02,0,22.75456639,53905.56778,53905.56778
Improved,CN,1998,30,23,25,13.23283082,2.053140097,1.04283054,1.218086957,1.427294118,0.965263158,,,0,,0,,,,0,0,0.284342857,6.9241,0,27.14788855,70014.40456,70014.40456
Improved,CN,1998,31,23.1,23,9.849246231,0.797101449,0,2.811031056,2.874823529,0.136894737,,,0,,0,,,,0,0,0.265469388,6.02,0,22.75456639,,
Improved,CN,1998,31,23.1,25,13.23283082,2.053140097,1.04283054,1.218086957,1.427294118,0.965263158,,,0,,0,,,,0,0,0.284342857,6.9241,0,27.14788855,11266.37375,11266.37375
Improved,CN,1998,32,24,23,18.11055276,2.217391304,1.251396648,5.137826087,1.431323529,0.337815789,,,0,,0,,,,0,0,0.239102041,0.9697,1.018366667,30.71347483,82588.53382,82588.53382
Improved,CN,1998,32,24,25,3.979899497,3.45410628,1.54972067,6.649030228,4.437166667,1.250547368,,,0,,0,,,,0,0,0.041411701,3.55496,3.089154444,28.00599686,80097.15101,80097.15101
Improved,CN,1998,33,25,23,13.58291457,0,0.156424581,2.446583851,0.572529412,0.337815789,,,0,,0,,,,0,0,0.239102041,0,1.018366667,18.35373691,43131.28175,43131.28175
Improved,CN,1998,33,25,25,10.61306533,1.328502415,2.066294227,2.077821946,1.827068627,0.104212281,,,0,,0,,,,0,0,0.124235102,0.44437,0.441307778,19.0268777,52514.18246,52514.18246
Improved,CN,1998,35,26.1,23,12.25125628,2.956521739,0.625698324,0.244658385,1.145058824,0.337815789,,,0,,0,,,,0,0,0.286922449,0.9697,1.52755,20.34518179,62134.18519,62134.18519
Improved,CN,1998,35,26.1,25,8.69681742,0.531400966,1.033147114,0.623346584,1.30504902,0.208424561,,,0,,0,,,,0,0,0.165646803,0,1.323923333,13.8877558,43482.56341,43482.56341
Improved,CN,1998,37,27,23,18.64321608,5.173913043,0.782122905,0.48931677,0.858794118,0.112605263,,,0,,0,,,,0,0,0.478204082,0,1.52755,28.06572226,51360.27174,51360.27174
Improved,CN,1998,37,27,25,6.927973199,4.251207729,5.682309125,2.493386335,0.522019608,0.312636842,,,0,,0,,,,0,0,0.331293605,0.88874,0.441307778,21.85087422,53141.32611,53141.32611
Improved,CN,1998,38,28,23,23.87939698,1.246376812,1.720670391,2.091391304,1.293294118,0,,,0,,0,,,,0,0,0.515020408,0.54425,3.043916667,34.33431668,73750.11224,73750.11224
Improved,CN,1998,38,28,25,14.14740369,5.024154589,2.00744879,4.086848861,3.192235294,0,,,0,,0,,,,0,0,0.170731973,4.524,2.273861111,35.4266843,92782.48619,92782.48619
Improved,CN,1998,40,29,23,9.35678392,0,0,0.513714286,1.882117647,0,,,0,,0.067943662,,,,2.182137517,0,0,7.0218,25.11041667,46.1349137,120827.339,120827.339
Improved,CN,1998,40,29,25,3.51758794,0.314009662,0,0.294363975,0.658522059,0,,,0,,0.082161972,,,,0,0,0,3.778475,3.627415,12.27253561,28484.55514,28484.55514
Improved,CN,1998,42,30.1,23,4.854271357,0.543478261,0,3.890484472,0.285235294,0,,,0,,0.05856338,,,,0,0,0,0.4832,0.506416667,10.62164943,46607.7977,46607.7977
Improved,CN,1998,42,30.1,25,7.256281407,0,0,2.068024845,0,0,,,0,,0.157126761,,,,0,0,0,2.0544,0.270327778,11.80616079,41120.85803,41120.85803
Improved,CN,1998,43,30.2,23,9.246231156,0.797101449,0.581005587,2.459652174,0.359352941,0,,,0,,0.300676056,,,,0,0,0,3.01,2.822466667,19.57648603,27054.70369,27054.70369
Improved,CN,1998,43,30.2,25,15.08542714,0,0,3.132223602,0,0,,,0,,0.165577465,,,,0,0,0,2.4438,0.37915,21.2061782,42200.29462,42200.29462
Improved,CN,1998,44,31,23,4.854271357,0.543478261,0,3.890484472,0.285235294,0,,,0,,0.05856338,,,,0,0,0,0.4832,0.506416667,10.62164943,,
Improved,CN,1998,44,31,25,7.256281407,2.260869565,0,3.102037267,0.197392157,0.083070175,,,0,,0,,,,0,0,0.151608163,6.1632,1.351638889,20.56609762,20010.81299,20010.81299
Improved,CN,1998,45,32,23,8.668341709,2.717391304,0,1.945242236,0,0,,,0,,0.117126761,,,,0,0,0.237795918,8.6976,0.506416667,22.88991459,84486.67477,84486.67477
Improved,CN,1998,45,32,25,7.38358459,0.251207729,0,0.689341615,0.394784314,0,,,0,,0.07856338,,,,0,0,0.050536054,4.1088,0.540655556,13.49747324,39021.19513,39021.19513
Improved,CN,1998,47,33,23,39.69849246,14.60869565,0,5.437763975,0,0,,,0,,0,,,,0,0,0,13.8244,3.17925,76.74860209,120802.2997,120802.2997
Improved,CN,1998,47,33,25,13.48743719,1.082125604,0,0.107875776,0,0,,,0,,0,,,,0,0,0.336685714,5.6899,0.257416667,20.96144095,45129.98236,45129.98236
Improved,CN,1998,48,33.1,23,15.47738693,4.782608696,1.74301676,0.702757764,0,0.273789474,,,0,,0,,,,0,0,0.398204082,12.642,0,36.01976371,92534.77297,92534.77297
Improved,CN,1998,48,33.1,25,12.17420436,2.053140097,0.148975791,0.696049689,1.665176471,0,,,0,,0,,,,0,0,0.284342857,9.3679,0,26.38978926,57714.46911,57714.46911
Improved,CN,1998,49,34,23,63.51758794,4.565217391,0,0,0,0.722736842,,,0,,0,,,,0,0,1.596865306,20.33,0,90.73240748,157783.6566,157783.6566
Improved,CN,1998,49,34,25,10.01340034,2.009661836,0.167597765,1.618136646,0,0,,,0,,0,,,,0,0,0.192391837,8.3675,0.514833333,22.88352175,44233.84755,44233.84755
Improved,CN,1998,51,35,23,50.0201005,5.47826087,0,0.543776398,0,0,,,0,,0,,,,0,0,0.199608163,26.8356,1.05975,84.13709593,109714.7731,109714.7731
Improved,CN,1998,51,35,25,13.48743719,0.927536232,0.670391061,1.18663354,0,0,,,0,,0,,,,0,0,0.02404898,14.0574,0.257416667,30.61086367,45916.2955,45916.2955
Improved,CN,1998,52,36,23,7.281407035,0.543478261,0,3.161018634,0.285235294,0,,,0,,0.234253521,,,,0,0,0,4.3488,1.51925,17.37344274,38099.95994,38099.95994
Improved,CN,1998,52,36,25,8.656616415,0,0.204841713,2.182915114,0,0,,,0,,0.235690141,,,,0,0,0,2.7392,0.540655556,14.55991894,24722.74236,24722.74236
Improved,CN,1998,53,37,23,6.587939698,0.543478261,0,1.215776398,0,0,,,0,,0,,,,0,0,0,4.3488,2.025666667,14.72166102,35140.60486,35140.60486
Improved,CN,1998,53,37,25,11.20268007,0,0,1.034012422,0,0,,,0,,0.157126761,,,,0,0,0,2.0544,0.540655556,14.98887481,35118.93367,35118.93367
Improved,CN,1998,54,38,23,4.623115578,0.543478261,1.407821229,2.674708075,0.570470588,0,,,0,,0.117126761,,,,0,0,0,7.248,1.012833333,18.19755382,30480.90266,30480.90266
Improved,CN,1998,54,38,25,5.474036851,2.260869565,2.253258845,1.034012422,0.197392157,0,,,0,,0.785633803,,,,0,0,0,6.1632,0.810983333,18.97938698,33232.9066,33232.9066
Improved,CN,1998,55,39,23,37.31658291,5.47826087,0,0,0,0,,,0,,0,,,,0,0,0.099804082,14.6376,4.239,61.77124787,117674.2272,117674.2272
Improved,CN,1998,55,39,25,13.28308208,1.700483092,0.502793296,0.107875776,0.192588235,0,,,0,,0,,,,0,0,0.048097959,13.388,0,29.22292044,53536.39024,53536.39024
Improved,CN,1998,56,40,23,5.316582915,0.543478261,3.284916201,0.972621118,0,0,,,0,,0,,,,0,0,0.047559184,5.7984,0,15.96355768,32214.45939,32214.45939
Improved,CN,1998,56,40,25,6.874371859,0,2.253258845,1.723354037,0,0,,,0,,0.235690141,,,,0,0,0,4.4512,0,15.53787488,,
Improved,CN,1998,57,41,23,5.316582915,0.543478261,3.284916201,0.972621118,0,0,,,0,,0,,,,0,0,0.047559184,5.7984,0,15.96355768,36684.25554,36684.25554
Improved,CN,1998,57,41,25,6.874371859,0,2.253258845,1.723354037,0,0,,,0,,0.235690141,,,,0,0,0,4.4512,0,15.53787488,47903.26826,47903.26826
Improved,CN,1998,59,42,23,17.84422111,0,3.446927374,1.176583851,0,0,,,0,,0,,,,0,0,0.419559184,9.0471,11.12258333,43.05697485,139418.4846,139418.4846
Improved,CN,1998,59,42,25,3.979899497,0,20.48621974,7.751559006,0,0,,,0,,0,,,,0,0,0,10.186215,0,42.40389324,126066.7746,126066.7746
Improved,CN,1998,60,43,23,67.48743719,2.739130435,0,1.087552795,0,0,,,0,,0.052647887,,,,0,0,0,14.6376,3.17925,89.1836183,174175.6065,174175.6065
Improved,CN,1998,60,43,25,10.83082077,0.309178744,0,1.078757764,0,0,,,0,,0.325521127,,,,0,0,0,7.0287,0.257416667,19.83039507,56338.1524,56338.1524
Improved,CN,1998,61,44,23,31.31155779,1.724637681,3.446927374,2.353167702,0,0,,,0,,0,,,,0,2.258428571,0,13.57065,2.224516667,56.88988578,136763.2854,136763.2854
Improved,CN,1998,61,44,25,3.979899497,1.15942029,0,3.100623602,0,0,,,0,,0,,,,0,0,0.380442993,25.07376,5.050211111,38.74435749,78379.83521,78379.83521
Improved,CN,1998,62,45,23,44.46231156,1.826086957,0,0,0,0,,,0,,0,,,,0,0,0.299412245,7.3188,23.3145,77.22111076,173438.6148,173438.6148
Improved,CN,1998,62,45,25,11.85259631,0.77294686,1.508379888,0,0,0,,,0,,0,,,,0,0,0.168342857,3.6817,3.86125,21.84521592,41571.4459,41571.4459
Improved,CN,1998,63,46,23,51.6080402,0,0.547486034,0,0.982235294,0,,,0,,0,,,,0,0.588857143,0.099804082,15.4508,19.0755,88.35272275,150906.4505,150906.4505
Improved,CN,1998,63,46,25,7.765494137,0,0,0,0,0,,,0,,0,,,,0,0.226261905,0.048097959,6.694,5.920583333,20.65443733,35959.3754,35959.3754
Improved,CN,1998,64,46.1,23,74.63316583,1.826086957,0,3.262658385,0.982235294,0,,,0,,0,,,,0,0,0.199608163,17.8904,1.05975,99.85390463,163061.4263,163061.4263
Improved,CN,1998,64,46.1,25,13.8961474,0.77294686,0,1.078757764,0.577764706,0,,,0,,0,,,,0,0,0.072146939,5.6899,0,22.08766367,41988.64864,41988.64864
Improved,CN,1998,65,46.2,23,28.58291457,5.47826087,0,3.262658385,0,0.180684211,,,0,,0,,,,0,0,0.59882449,4.8792,18.01575,60.99829253,105283.0529,105283.0529
Improved,CN,1998,65,46.2,25,7.969849246,0,0.837988827,0.323627329,0,0,,,0,,0,,,,0,0,0.144293878,4.0164,11.32633333,24.61849261,34195.08624,34195.08624
Improved,CN,1998,67,47,23,15.87939698,0.913043478,4.379888268,1.631329193,0,0.180684211,,,0,,0,,,,0,2.944285714,0.898236735,1.6264,67.824,96.27726458,398972.9844,398972.9844
Improved,CN,1998,67,47,25,5.108877722,0,1.340782123,0.323627329,0.192588235,0.244421053,,,0,,0,,,,0,1.131309524,0.216440816,1.3388,18.534,28.4308468,73721.18576,73721.18576
Improved,CN,1998,68,47.1,23,42.08040201,0,2.189944134,1.631329193,2.946705882,0.542052632,,,0,,0,,,,0,0.588857143,0.499020408,12.198,0,62.6763114,144844.9556,144844.9556
Improved,CN,1998,68,47.1,25,9.809045226,0.927536232,0.837988827,0.431503106,0.385176471,0.325894737,,,0,,0,,,,0,0,0.168342857,8.3675,0.514833333,21.76782079,50348.96948,50348.96948
Improved,CN,1998,69,48,23,17.20603015,4.304347826,0.703910615,5.623453416,1.318941176,0,,,0,,0,,,,0,0,0.433714286,4.3842,9.214166667,43.18876414,55238.42933,55238.42933
Improved,CN,1998,69,48,25,10.46566164,0.850241546,1.512104283,0,0,0.357824561,,,0,,0,,,,0,0,0.211009524,5.598,3.863666667,22.85850822,42151.08916,42151.08916
Improved,CN,1998,71,50,23,16.66834171,3.586956522,1.407821229,0.937242236,0.879294118,1.799368421,,,0,,0,,,,0,0,0.260228571,8.7684,10.13558333,44.44323614,65420.4436,65420.4436
Improved,CN,1998,71,50,25,8.56281407,0.637681159,0,4.574343685,0,2.325859649,,,0,,0,,,,0,0,0.150721088,3.3588,1.287888889,20.89810854,17011.06035,17011.06035
Improved,CN,1998,72,50.1,23,21.50753769,0.717391304,4.223463687,8.903801242,3.956823529,0.654315789,,,0,,0,,,,0,0,0.346971429,1.4614,4.607083333,46.378788,99065.09117,99065.09117
Improved,CN,1998,72,50.1,25,10.2278057,0.850241546,0.432029795,1.715378882,2.815901961,0.268368421,,,0,,0,,,,0,0,0.120576871,2.2392,1.609861111,20.27936428,35468.60813,35468.60813
Improved,CN,1998,73,51,23,21.70854271,0.913043478,1.137150838,0.738381366,2.229308824,0.704743421,,,0,,0,,,,0,0,0,0,0.738401667,28.16957231,59691.32372,59691.32372
Improved,CN,1998,73,51,25,16.86767169,0.371980676,0,0.298269151,1.291921569,0.249614035,,,0,,0,,,,0,0,0,0.5437,0.607861111,20.23101823,33907.18656,33907.18656
Improved,CN,1998,74,51.1,23,20.62311558,0,0.379050279,0.369190683,1.114654412,0.140948684,,,0,,0,,,,0,0,0,1.8646575,1.476803333,25.96842047,61233.53547,61233.53547
Improved,CN,1998,74,51.1,25,5.092127303,0.743961353,2.905027933,0.298269151,0.968941176,0.124807018,,,0,,0.350788732,,,,0.546466345,0,0,4.8933,4.255027778,20.17871679,36543.6561,36543.6561
Improved,CN,1998,76,52,23,19.89949749,0,0,1.10757205,5.944823529,0,,,0,,0.065387324,,,,0,0,0,1.8646575,2.953606667,31.83554456,59596.13941,59596.13941
